HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,A-Junction,RCat,BUS,2WMV,dCount,HGVR2,A Ref E,AMV,Hour,HGVR3,iDir,B-Junction,PC,CAR,B Ref E,Year,HGVA5,A Ref N,B Ref N,Road Name,CP Location,S Ref E,CP,Road,HGVA3
0,South West,E06000023,172000,5,"Bristol, City of",3,62,A3029/B3120,PU,7,11,5/14/2008,2,357230,775,18,0,N,A38 roundabout,20,690,359017,2008,0,171890,172014,,,357400,16961,A370,0
0,South West,E06000023,172000,6,"Bristol, City of",0,37,A3029/B3120,PU,3,20,5/14/2008,5,357230,768,18,0,S,A38 roundabout,22,702,359017,2008,1,171890,172014,,,357400,16961,A370,0
0,South West,E06000022,165443,0,Bath and North East Somerset,0,8,Bathwick St,PU,2,5,5/14/2008,0,375640,254,18,0,E,Warminster Rd,26,239,375948,2008,0,165350,165429,,,375783,28320,A36,0
0,South West,E06000022,165443,1,Bath and North East Somerset,0,8,Bathwick St,PU,3,3,5/14/2008,1,375640,163,18,0,W,Warminster Rd,22,148,375948,2008,0,165350,165429,,,375783,28320,A36,0
0,South West,E06000024,171190,0,North Somerset,0,2,,BR,0,0,5/14/2008,0,,74,18,0,N,,6,72,,2008,0,,,Weston Road,"South of B3128 Clevedon Road, Failand",352050,940260,B3129,0
0,South West,E06000024,171190,0,North Somerset,0,5,,BR,0,2,5/14/2008,0,,115,18,0,S,,2,108,,2008,0,,,Weston Road,"South of B3128 Clevedon Road, Failand",352050,940260,B3129,0
0,South West,E06000023,176698,0,"Bristol, City of",0,0,,UU,0,0,5/14/2008,0,,24,18,0,E,,0,24,,2008,0,,,HENLEAZE PARK DRIVE,West of Oakwood Road,357853,946816,U,0
0,South West,E06000023,176698,0,"Bristol, City of",0,1,,UU,0,0,5/14/2008,0,,52,18,0,W,,0,51,,2008,0,,,HENLEAZE PARK DRIVE,West of Oakwood Road,357853,946816,U,0
0,South West,E06000025,180024,0,South Gloucestershire,0,2,,CU,0,0,5/14/2008,0,,13,18,0,N,,0,11,,2008,0,,,FISHPOOL HILL,"north of Charlton Lane, Brentry",358118,947510,C,0
0,South West,E06000025,180024,0,South Gloucestershire,0,6,,CU,0,0,5/14/2008,0,,17,18,0,S,,0,11,,2008,0,,,FISHPOOL HILL,"north of Charlton Lane, Brentry",358118,947510,C,0
