HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,A-Junction,RCat,BUS,2WMV,dCount,HGVR2,A Ref E,AMV,Hour,HGVR3,iDir,B-Junction,PC,CAR,B Ref E,Year,HGVA5,A Ref N,B Ref N,S Ref E,CP,Road,HGVA3
2,South West,E06000025,176100,43,South Gloucestershire,6,295,Station Road Link,PR,2,40,9/11/2007,21,366580,1930,7,6,N,B4465,2,1550,367490,2007,4,174740,176520,367330,77050,A4174,4
8,South West,E06000025,176100,77,South Gloucestershire,4,269,Station Road Link,PR,6,29,9/11/2007,51,366580,1377,7,8,S,B4465,0,996,367490,2007,4,174740,176520,367330,77050,A4174,2
