HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,RCat,BUS,2WMV,dCount,HGVR2,AMV,Hour,HGVR3,iDir,PC,CAR,Year,HGVA5,Road Name,CP Location,S Ref E,CP,Road,HGVA3
1,South West,E06000023,168478,15,"Bristol, City of",0,99,CU,3,1,10/10/2013,12,570,11,1,E,2,452,2013,1,HENGROVE WAY,East of Whitchurch Lane,357975,946758,C,0
0,South West,E06000023,168478,18,"Bristol, City of",1,53,CU,5,2,10/10/2013,17,468,11,0,W,1,390,2013,0,HENGROVE WAY,East of Whitchurch Lane,357975,946758,C,0
