HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,A-Junction,RCat,BUS,2WMV,dCount,HGVR2,A Ref E,AMV,Hour,HGVR3,iDir,B-Junction,PC,CAR,B Ref E,Year,HGVA5,A Ref N,B Ref N,S Ref E,CP,Road,HGVA3
23,South West,E06000025,179700,424,South Gloucestershire,89,384,LA Boundary,TM,8,12,10/3/2001,117,354850,3206,9,43,N,17,0,2378,357747,2001,116,179550,181250,355000,16020,M5,36
20,South West,E06000025,179700,439,South Gloucestershire,85,325,LA Boundary,TM,2,3,10/3/2001,129,354850,2343,9,23,S,17,0,1574,357747,2001,135,179550,181250,355000,16020,M5,47
