HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,A-Junction,RCat,BUS,2WMV,dCount,HGVR2,A Ref E,AMV,Hour,HGVR3,iDir,B-Junction,PC,CAR,B Ref E,Year,HGVA5,A Ref N,B Ref N,S Ref E,CP,Road,HGVA3
3,South West,E06000025,172975,11,South Gloucestershire,1,32,A46(T),PR,0,1,10/3/2013,4,374452,203,14,2,E,LA Boundary,0,159,379603,2013,1,172774,173920,375000,18500,A420,0
0,South West,E06000025,172975,12,South Gloucestershire,2,52,A46(T),PR,2,1,10/3/2013,7,374452,218,14,3,W,LA Boundary,0,151,379603,2013,0,172774,173920,375000,18500,A420,0
1,South West,E06000025,174760,18,South Gloucestershire,0,65,A4175 Station Rd,PR,6,7,10/3/2013,9,366240,476,14,8,E,A4174 Avon Ring Rd,0,380,366580,2013,0,174720,174740,366400,77053,A4175,0
2,South West,E06000025,174760,15,South Gloucestershire,0,101,A4175 Station Rd,PR,8,6,10/3/2013,8,366240,612,14,5,W,A4174 Avon Ring Rd,0,482,366580,2013,0,174720,174740,366400,77053,A4175,0
