HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,A-Junction,RCat,BUS,2WMV,dCount,HGVR2,A Ref E,AMV,Hour,HGVR3,iDir,B-Junction,PC,CAR,B Ref E,Year,HGVA5,A Ref N,B Ref N,Road Name,CP Location,S Ref E,CP,Road,HGVA3
0,South West,E06000023,173180,25,"Bristol, City of",1,104,A38,PU,47,10,6/16/2008,15,358510,855,9,6,E,A4176,99,669,357330,2008,3,172750,174840,,,358020,7617,A4018,0
0,South West,E06000023,173180,32,"Bristol, City of",0,139,A38,PU,49,14,6/16/2008,28,358510,910,9,2,W,A4176,54,676,357330,2008,1,172750,174840,,,358020,7617,A4018,1
17,South West,E06000025,188200,328,South Gloucestershire,107,359,Junction 15/20 M5/M4),TM,5,9,6/16/2008,82,361812,2228,9,23,N,Junction 14 M5,0,1527,368807,2008,79,183775,193200,,,366000,26020,M5,20
19,South West,E06000025,188200,349,South Gloucestershire,82,342,Junction 15/20 M5/M4),TM,3,6,6/16/2008,115,361812,2833,9,21,S,Junction 14 M5,0,2133,368807,2008,97,183775,193200,,,366000,26020,M5,15
0,South West,E06000023,176002,1,"Bristol, City of",0,2,,UU,0,0,6/16/2008,1,,27,9,0,N,,0,24,,2008,0,,,BRANSCOMBE ROAD,North of Roman Way,355350,946774,U,0
0,South West,E06000023,176002,0,"Bristol, City of",0,3,,UU,0,0,6/16/2008,0,,28,9,0,S,,0,25,,2008,0,,,BRANSCOMBE ROAD,North of Roman Way,355350,946774,U,0
0,South West,E06000023,168185,0,"Bristol, City of",0,0,,UU,0,1,6/16/2008,0,,13,9,0,N,,0,12,,2008,0,,,MATERMAN ROAD,South of Holloway Road,362313,946796,U,0
0,South West,E06000023,168185,1,"Bristol, City of",0,0,,UU,0,0,6/16/2008,1,,11,9,0,S,,0,10,,2008,0,,,MATERMAN ROAD,South of Holloway Road,362313,946796,U,0
0,South West,E06000023,171123,0,"Bristol, City of",0,5,,UU,0,1,6/16/2008,0,,45,9,0,N,,4,39,,2008,0,,,British Road,South of South Road,358020,966007,U,0
0,South West,E06000023,171123,1,"Bristol, City of",0,2,,UU,0,0,6/16/2008,1,,19,9,0,S,,0,16,,2008,0,,,British Road,South of South Road,358020,966007,U,0
