HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,A-Junction,RCat,BUS,2WMV,dCount,HGVR2,A Ref E,AMV,Hour,HGVR3,iDir,B-Junction,PC,CAR,B Ref E,Year,HGVA5,A Ref N,B Ref N,Road Name,CP Location,S Ref E,CP,Road,HGVA3
6,South West,E06000025,185000,38,South Gloucestershire,2,57,A432,PR,3,3,4/4/2008,19,376289,292,9,5,N,A433,0,191,379206,2008,3,181174,186365,,,378540,36510,A46,3
5,South West,E06000025,185000,27,South Gloucestershire,2,57,A432,PR,1,1,4/4/2008,15,376289,355,9,3,S,A433,0,269,379206,2008,1,181174,186365,,,378540,36510,A46,1
0,South West,E06000024,160043,16,North Somerset,0,57,A370 Windwhistle Road,PU,6,3,4/4/2008,13,332140,545,9,3,N,A370,3,463,332680,2008,0,159230,160900,,,332446,37660,A3033,0
0,South West,E06000024,160043,6,North Somerset,0,74,A370 Windwhistle Road,PU,5,2,4/4/2008,5,332140,502,9,1,S,A370,5,415,332680,2008,0,159230,160900,,,332446,37660,A3033,0
3,South West,E06000023,173337,5,"Bristol, City of",0,36,,UU,0,5,4/4/2008,2,,217,9,0,E,,2,171,,2008,0,,,BEAUFORT ROAD,East of Headwick Street,362055,946802,U,0
0,South West,E06000023,173337,0,"Bristol, City of",0,39,,UU,0,1,4/4/2008,0,,179,9,0,W,,2,139,,2008,0,,,BEAUFORT ROAD,East of Headwick Street,362055,946802,U,0
0,South West,E06000024,157807,0,North Somerset,0,0,,UU,0,0,4/4/2008,0,,16,9,0,N,,0,16,,2008,0,,,PURN LANE,"South of Purn Close, Bleadon Hill",333031,947276,U,0
0,South West,E06000024,157807,0,North Somerset,0,0,,UU,0,0,4/4/2008,0,,9,9,0,S,,0,9,,2008,0,,,PURN LANE,"South of Purn Close, Bleadon Hill",333031,947276,U,0
0,South West,E06000024,160155,0,North Somerset,0,1,,UU,0,0,4/4/2008,0,,17,9,0,E,,3,16,,2008,0,,,KENN CLOSE,"East of Brue Close, W-s-M",333104,947281,U,0
0,South West,E06000024,160155,0,North Somerset,0,2,,UU,0,0,4/4/2008,0,,12,9,0,W,,1,10,,2008,0,,,KENN CLOSE,"East of Brue Close, W-s-M",333104,947281,U,0
0,South West,E06000024,162162,0,North Somerset,0,0,,UU,0,0,4/4/2008,0,,13,9,0,N,,0,13,,2008,0,,,Snowdon Vale,"South of Pennine Gardens, W-s-M",333237,947284,U,0
0,South West,E06000024,162162,0,North Somerset,0,2,,UU,0,0,4/4/2008,0,,15,9,0,S,,0,13,,2008,0,,,Snowdon Vale,"South of Pennine Gardens, W-s-M",333237,947284,U,0
