HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,RCat,BUS,2WMV,dCount,HGVR2,AMV,Hour,HGVR3,iDir,PC,CAR,Year,HGVA5,Road Name,CP Location,S Ref E,CP,Road,HGVA3
0,South West,E06000025,182841,10,South Gloucestershire,1,45,CU,5,5,5/26/2004,8,1023,12,1,E,2,958,2004,0,Aztec West Approach Road,,360727,919472,C,0
0,South West,E06000025,182841,12,South Gloucestershire,0,58,CU,5,9,5/26/2004,10,584,12,0,W,0,500,2004,2,Aztec West Approach Road,,360727,919472,C,0
