HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,A-Junction,RCat,BUS,2WMV,dCount,HGVR2,A Ref E,AMV,Hour,HGVR3,iDir,B-Junction,PC,CAR,B Ref E,Year,HGVA5,A Ref N,B Ref N,Road Name,CP Location,S Ref E,CP,Road,HGVA3
7,South West,E06000023,173000,116,"Bristol, City of",13,293,A4,PU,21,19,5/20/2008,76,361100,1295,7,17,N,A420,9,846,360440,2008,1,171600,173463,,,360500,99507,A4320,2
4,South West,E06000023,173000,48,"Bristol, City of",4,244,A4,PU,14,9,5/20/2008,26,361100,1201,7,3,S,A420,4,886,360440,2008,5,171600,173463,,,360500,99507,A4320,6
0,South West,E06000024,158816,2,North Somerset,0,9,,CU,1,1,5/20/2008,1,,65,7,1,N,,2,52,,2008,0,,,OLD CHURCH ROAD,"South of Wingard Close, Clevedon",331739,947259,C,0
0,South West,E06000024,158816,2,North Somerset,0,5,,CU,2,0,5/20/2008,0,,39,7,2,S,,1,30,,2008,0,,,OLD CHURCH ROAD,"South of Wingard Close, Clevedon",331739,947259,C,0
0,South West,E06000024,168941,0,North Somerset,0,0,,CU,1,0,5/20/2008,0,,36,7,0,N,,0,35,,2008,0,,,CHURCH LANE,"South of Uncombe Close, Backwell Farleigh",349549,947262,C,0
0,South West,E06000024,168941,0,North Somerset,0,0,,CU,0,0,5/20/2008,0,,11,7,0,S,,1,11,,2008,0,,,CHURCH LANE,"South of Uncombe Close, Backwell Farleigh",349549,947262,C,0
0,South West,E06000025,175822,0,South Gloucestershire,0,0,,UU,0,0,5/20/2008,0,,5,7,0,N,,1,5,,2008,0,,,KENDALL ROAD,Kendall Road/Upper Station Road junction,364710,947518,U,0
0,South West,E06000025,175822,0,South Gloucestershire,0,0,,UU,0,0,5/20/2008,0,,5,7,0,S,,0,5,,2008,0,,,KENDALL ROAD,Kendall Road/Upper Station Road junction,364710,947518,U,0
0,South West,E06000023,176155,0,"Bristol, City of",0,0,,UU,0,0,5/20/2008,0,,9,7,0,N,,1,9,,2008,0,,,Claverham Road,North of Manor Road,363128,951879,U,0
0,South West,E06000023,176155,0,"Bristol, City of",0,2,,UU,0,0,5/20/2008,0,,11,7,0,S,,1,9,,2008,0,,,Claverham Road,North of Manor Road,363128,951879,U,0
0,South West,E06000023,173293,0,"Bristol, City of",0,0,,UU,0,0,5/20/2008,0,,1,7,0,E,,0,1,,2008,0,,,Victoria Avenue,East of Howett Road,361294,966010,U,0
0,South West,E06000023,173293,0,"Bristol, City of",0,31,,UU,0,6,5/20/2008,0,,258,7,0,W,,15,221,,2008,0,,,Victoria Avenue,East of Howett Road,361294,966010,U,0
