HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,A-Junction,RCat,BUS,2WMV,dCount,HGVR2,A Ref E,AMV,Hour,HGVR3,iDir,B-Junction,PC,CAR,B Ref E,Year,HGVA5,A Ref N,B Ref N,S Ref E,CP,Road,HGVA3
11,South West,E06000024,169360,45,North Somerset,7,56,Station Road Backwell,PR,8,2,7/10/2002,17,348690,409,12,6,E,B3130,0,298,352100,2002,3,168590,169290,351500,27028,A370,1
7,South West,E06000024,169360,38,North Somerset,4,39,Station Road Backwell,PR,3,5,7/10/2002,13,348690,423,12,3,W,B3130,0,338,352100,2002,8,168590,169290,351500,27028,A370,3
