HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,A-Junction,RCat,BUS,2WMV,dCount,HGVR2,A Ref E,AMV,Hour,HGVR3,iDir,B-Junction,PC,CAR,B Ref E,Year,HGVA5,A Ref N,B Ref N,S Ref E,CP,Road,HGVA3
1,South West,E06000025,170000,9,South Gloucestershire,1,45,LA boundary,PR,7,6,10/10/2007,6,365830,517,15,1,E,A431,8,450,366624,2007,0,168960,170354,366500,57669,A4175,0
1,South West,E06000025,170000,9,South Gloucestershire,0,86,LA boundary,PR,5,15,10/10/2007,5,365830,566,15,3,W,A431,2,451,366624,2007,0,168960,170354,366500,57669,A4175,0
