HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,A-Junction,RCat,BUS,2WMV,dCount,HGVR2,A Ref E,AMV,Hour,HGVR3,iDir,B-Junction,PC,CAR,B Ref E,Year,HGVA5,A Ref N,B Ref N,Road Name,CP Location,S Ref E,CP,Road,HGVA3
1,South West,E06000023,178100,167,"Bristol, City of",112,157,Junction 18 M5,TM,12,8,5/16/2006,31,352952,1681,18,4,E,merge of feeder roads,0,1337,352500,2006,10,178032,178100,,,352600,26021,M5,9
4,South West,E06000023,178100,161,"Bristol, City of",67,99,Junction 18 M5,TM,6,7,5/16/2006,59,352952,1218,18,3,W,merge of feeder roads,0,945,352500,2006,22,178032,178100,,,352600,26021,M5,6
0,South West,E06000023,176826,14,"Bristol, City of",1,52,A4162,PU,10,5,5/16/2006,4,352180,723,18,1,E,A403,3,642,354570,2006,8,177900,176620,,,354064,56122,A4,0
1,South West,E06000023,176826,16,"Bristol, City of",2,40,A4162,PU,6,4,5/16/2006,3,352180,716,18,3,W,A403,6,650,354570,2006,7,177900,176620,,,354064,56122,A4,0
2,South West,E06000023,178500,91,"Bristol, City of",41,82,A403,TU,0,7,5/16/2006,15,351640,580,18,3,E,M5,5,400,352060,2006,26,178510,178380,,,351770,70104,A4,4
3,South West,E06000023,178500,109,"Bristol, City of",21,23,A403,TU,1,3,5/16/2006,39,351640,366,18,6,W,M5,1,230,352060,2006,37,178510,178380,,,351770,70104,A4,3
1,South West,E06000023,178000,33,"Bristol, City of",14,35,M5,PU,0,3,5/16/2006,13,352060,270,18,4,N,M5,2,199,352180,2006,1,178380,177900,,,352140,70105,A4,0
1,South West,E06000023,178000,14,"Bristol, City of",3,37,M5,PU,0,6,5/16/2006,4,352060,348,18,1,S,M5,7,291,352180,2006,4,178380,177900,,,352140,70105,A4,1
0,South West,E06000022,164204,0,Bath and North East Somerset,0,13,,CU,7,1,5/16/2006,0,,161,18,0,E,,1,140,,2006,0,,,Cynthia Road,Positioned on Cynthia Road between Mayfield Road and Herbert Road,373491,966018,C,0
0,South West,E06000022,164204,0,Bath and North East Somerset,0,14,,CU,10,1,5/16/2006,0,,244,18,0,W,,3,219,,2006,0,,,Cynthia Road,Positioned on Cynthia Road between Mayfield Road and Herbert Road,373491,966018,C,0
