HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,A-Junction,RCat,BUS,2WMV,dCount,HGVR2,A Ref E,AMV,Hour,HGVR3,iDir,B-Junction,PC,CAR,B Ref E,Year,HGVA5,A Ref N,B Ref N,S Ref E,CP,Road,HGVA3
20,South West,E06000024,176000,447,North Somerset,104,350,19,TM,30,7,3/18/2002,131,350670,3285,11,30,N,LA Boundary,0,2451,351940,2002,115,175620,176830,351300,46019,M5,47
6,South West,E06000024,176000,453,North Somerset,76,282,19,TM,28,2,3/18/2002,164,350670,2297,11,39,S,LA Boundary,0,1532,351940,2002,119,175620,176830,351300,46019,M5,49
4,South West,E06000025,174400,85,South Gloucestershire,8,133,Station Road Link,PR,1,2,3/18/2002,38,366580,838,11,7,N,A420,0,617,366590,2002,18,174740,173540,366590,77051,A4174,10
6,South West,E06000025,174400,67,South Gloucestershire,7,154,Station Road Link,PR,2,6,3/18/2002,36,366580,810,11,6,S,A420,0,581,366590,2002,11,174740,173540,366590,77051,A4174,1
