HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,A-Junction,RCat,BUS,2WMV,dCount,HGVR2,A Ref E,AMV,Hour,HGVR3,iDir,B-Junction,PC,CAR,B Ref E,Year,HGVA5,A Ref N,B Ref N,S Ref E,CP,Road,HGVA3
0,South West,E06000024,176270,2,North Somerset,0,52,B3124 Bristol Road,PU,0,9,6/11/2015,2,347050,566,16,0,N,End of road,7,503,347660,2015,0,176910,175680,347000,16960,A369,0
0,South West,E06000024,176270,4,North Somerset,0,90,B3124 Bristol Road,PU,0,6,6/11/2015,4,347050,606,16,0,S,End of road,4,506,347660,2015,0,176910,175680,347000,16960,A369,0
2,South West,E06000025,176100,49,South Gloucestershire,3,338,Station Road Link,PR,18,26,6/11/2015,36,366580,1699,16,4,N,B4465,1,1268,367490,2015,4,174740,176520,367330,77050,A4174,0
4,South West,E06000025,176100,56,South Gloucestershire,6,431,Station Road Link,PR,8,58,6/11/2015,27,366580,2517,16,7,S,B4465,1,1964,367490,2015,10,174740,176520,367330,77050,A4174,2
