HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,RCat,BUS,2WMV,dCount,HGVR2,AMV,Hour,HGVR3,iDir,PC,CAR,Year,HGVA5,Road Name,CP Location,S Ref E,CP,Road,HGVA3
0,South West,E06000025,178882,3,South Gloucestershire,0,11,UR,1,1,9/28/2009,3,62,9,0,E,0,46,2009,0,N/A,"south of Compass Inn, Tormarton",376465,979270,U,0
0,South West,E06000025,178882,4,South Gloucestershire,0,5,UR,0,0,9/28/2009,3,107,9,0,W,0,98,2009,1,N/A,"south of Compass Inn, Tormarton",376465,979270,U,0
