HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,A-Junction,RCat,BUS,2WMV,dCount,HGVR2,A Ref E,AMV,Hour,HGVR3,iDir,B-Junction,PC,CAR,B Ref E,Year,HGVA5,A Ref N,B Ref N,Road Name,CP Location,S Ref E,CP,Road,HGVA3
6,South West,E06000023,173000,65,"Bristol, City of",9,212,A4,PU,11,13,5/20/2008,34,361100,950,14,6,N,A420,4,649,360440,2008,7,171600,173463,,,360500,99507,A4320,3
10,South West,E06000023,173000,93,"Bristol, City of",12,239,A4,PU,10,16,5/20/2008,54,361100,1093,14,10,S,A420,2,735,360440,2008,6,171600,173463,,,360500,99507,A4320,1
0,South West,E06000024,158816,0,North Somerset,0,10,,CU,3,2,5/20/2008,0,,94,14,0,N,,5,79,,2008,0,,,OLD CHURCH ROAD,"South of Wingard Close, Clevedon",331739,947259,C,0
0,South West,E06000024,158816,2,North Somerset,0,7,,CU,4,1,5/20/2008,2,,108,14,0,S,,3,94,,2008,0,,,OLD CHURCH ROAD,"South of Wingard Close, Clevedon",331739,947259,C,0
0,South West,E06000024,168941,0,North Somerset,0,1,,CU,0,0,5/20/2008,0,,16,14,0,N,,1,15,,2008,0,,,CHURCH LANE,"South of Uncombe Close, Backwell Farleigh",349549,947262,C,0
0,South West,E06000024,168941,0,North Somerset,0,0,,CU,0,0,5/20/2008,0,,16,14,0,S,,1,16,,2008,0,,,CHURCH LANE,"South of Uncombe Close, Backwell Farleigh",349549,947262,C,0
0,South West,E06000025,175822,0,South Gloucestershire,0,3,,UU,0,0,5/20/2008,0,,16,14,0,N,,0,13,,2008,0,,,KENDALL ROAD,Kendall Road/Upper Station Road junction,364710,947518,U,0
0,South West,E06000025,175822,0,South Gloucestershire,0,5,,UU,0,0,5/20/2008,0,,28,14,0,S,,2,23,,2008,0,,,KENDALL ROAD,Kendall Road/Upper Station Road junction,364710,947518,U,0
0,South West,E06000023,176155,0,"Bristol, City of",0,1,,UU,0,0,5/20/2008,0,,4,14,0,N,,0,3,,2008,0,,,Claverham Road,North of Manor Road,363128,951879,U,0
0,South West,E06000023,176155,0,"Bristol, City of",0,0,,UU,0,0,5/20/2008,0,,11,14,0,S,,0,11,,2008,0,,,Claverham Road,North of Manor Road,363128,951879,U,0
0,South West,E06000023,173293,0,"Bristol, City of",0,0,,UU,0,0,5/20/2008,0,,0,14,0,E,,2,0,,2008,0,,,Victoria Avenue,East of Howett Road,361294,966010,U,0
0,South West,E06000023,173293,0,"Bristol, City of",0,7,,UU,0,0,5/20/2008,0,,44,14,0,W,,2,37,,2008,0,,,Victoria Avenue,East of Howett Road,361294,966010,U,0
