HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,RCat,BUS,2WMV,dCount,HGVR2,AMV,Hour,HGVR3,iDir,PC,CAR,Year,HGVA5,Road Name,CP Location,S Ref E,CP,Road,HGVA3
0,South West,E06000022,159220,0,Bath and North East Somerset,0,9,UR,0,0,7/3/2009,0,55,11,0,E,2,46,2009,0,Station Road,"Clutton, East of A37",362400,952442,U,0
0,South West,E06000022,159220,2,Bath and North East Somerset,1,7,UR,0,0,7/3/2009,0,29,11,0,W,1,20,2009,1,Station Road,"Clutton, East of A37",362400,952442,U,0
