HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,A-Junction,RCat,BUS,2WMV,dCount,HGVR2,A Ref E,AMV,Hour,HGVR3,iDir,B-Junction,PC,CAR,B Ref E,Year,HGVA5,A Ref N,B Ref N,S Ref E,CP,Road,HGVA3
0,South West,E06000024,164370,25,North Somerset,2,83,M5 j21,PR,3,0,9/29/2010,17,337878,497,10,4,N,B3133,3,386,343792,2010,2,162596,164091,340000,37054,A370,0
1,South West,E06000024,164370,29,North Somerset,3,66,M5 j21,PR,7,3,9/29/2010,16,337878,560,10,3,S,B3133,0,455,343792,2010,4,162596,164091,340000,37054,A370,2
