HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,A-Junction,RCat,BUS,2WMV,dCount,HGVR2,A Ref E,AMV,Hour,HGVR3,iDir,B-Junction,PC,CAR,B Ref E,Year,HGVA5,A Ref N,B Ref N,Road Name,CP Location,S Ref E,CP,Road,HGVA3
37,South West,E06000023,178100,400,"Bristol, City of",102,275,Junction 18 M5,TM,6,4,5/16/2006,204,352952,1545,7,24,E,merge of feeder roads,0,860,352500,2006,29,178032,178100,,,352600,26021,M5,4
14,South West,E06000023,178100,277,"Bristol, City of",92,426,Junction 18 M5,TM,13,22,5/16/2006,103,352952,2396,7,36,W,merge of feeder roads,0,1658,352500,2006,26,178032,178100,,,352600,26021,M5,6
8,South West,E06000023,176826,95,"Bristol, City of",13,134,A4162,PU,11,17,5/16/2006,43,352180,1054,7,10,E,A403,4,797,354570,2006,11,177900,176620,,,354064,56122,A4,10
13,South West,E06000023,176826,53,"Bristol, City of",7,136,A4162,PU,6,18,5/16/2006,20,352180,1026,7,4,W,A403,18,813,354570,2006,7,177900,176620,,,354064,56122,A4,2
23,South West,E06000023,178500,278,"Bristol, City of",43,99,A403,TU,0,3,5/16/2006,120,351640,558,7,21,E,M5,2,178,352060,2006,45,178510,178380,,,351770,70104,A4,26
20,South West,E06000023,178500,166,"Bristol, City of",35,96,A403,TU,2,19,5/16/2006,48,351640,1157,7,10,W,M5,10,874,352060,2006,43,178510,178380,,,351770,70104,A4,10
2,South West,E06000023,178000,40,"Bristol, City of",10,107,M5,PU,0,20,5/16/2006,19,352060,591,7,5,N,M5,19,424,352180,2006,1,178380,177900,,,352140,70105,A4,3
6,South West,E06000023,178000,72,"Bristol, City of",8,45,M5,PU,0,5,5/16/2006,33,352060,247,7,6,S,M5,0,125,352180,2006,13,178380,177900,,,352140,70105,A4,6
0,South West,E06000022,164204,2,Bath and North East Somerset,0,33,,CU,6,4,5/16/2006,2,,253,7,0,E,,1,208,,2006,0,,,Cynthia Road,Positioned on Cynthia Road between Mayfield Road and Herbert Road,373491,966018,C,0
0,South West,E06000022,164204,0,Bath and North East Somerset,0,10,,CU,11,0,5/16/2006,0,,54,7,0,W,,1,33,,2006,0,,,Cynthia Road,Positioned on Cynthia Road between Mayfield Road and Herbert Road,373491,966018,C,0
