HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,RCat,BUS,2WMV,dCount,HGVR2,AMV,Hour,HGVR3,iDir,PC,CAR,Year,HGVA5,Road Name,CP Location,S Ref E,CP,Road,HGVA3
0,South West,E06000022,161887,1,Bath and North East Somerset,0,7,CR,0,0,5/17/2010,0,49,9,1,N,0,41,2010,0,MOORLEDGE ROAD, 1m south of Chew magna (300m south of Moorledge lane jcn),358471,946668,C,0
0,South West,E06000022,161887,2,Bath and North East Somerset,0,7,CR,1,1,5/17/2010,0,46,9,2,S,0,35,2010,0,MOORLEDGE ROAD, 1m south of Chew magna (300m south of Moorledge lane jcn),358471,946668,C,0
0,South West,E06000023,174780,3,"Bristol, City of",0,111,BU,1,7,5/17/2010,1,566,9,2,N,9,444,2010,0,ASHLEY HILL,South of Briavals Grove,359779,946747,B4052,0
1,South West,E06000023,174780,5,"Bristol, City of",0,72,BU,2,4,5/17/2010,3,711,9,1,S,22,628,2010,0,ASHLEY HILL,South of Briavals Grove,359779,946747,B4052,0
0,South West,E06000025,180939,6,South Gloucestershire,0,7,BR,0,0,5/17/2010,4,47,9,2,N,0,34,2010,0,The Street,"north of Littleton Drew Lane, Acton Turville",380927,947491,B4039,0
0,South West,E06000025,180939,0,South Gloucestershire,0,9,BR,0,1,5/17/2010,0,79,9,0,S,0,69,2010,0,The Street,"north of Littleton Drew Lane, Acton Turville",380927,947491,B4039,0
