HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,A-Junction,RCat,BUS,2WMV,dCount,HGVR2,A Ref E,AMV,Hour,HGVR3,iDir,B-Junction,PC,CAR,B Ref E,Year,HGVA5,A Ref N,B Ref N,Road Name,CP Location,S Ref E,CP,Road,HGVA3
5,South West,E06000023,172000,31,"Bristol, City of",5,100,A3029/B3120,PU,2,17,5/14/2008,12,357230,763,7,4,N,A38 roundabout,24,613,359017,2008,3,171890,172014,,,357400,16961,A370,2
6,South West,E06000023,172000,29,"Bristol, City of",1,110,A3029/B3120,PU,6,16,5/14/2008,14,357230,559,7,4,S,A38 roundabout,10,398,359017,2008,1,171890,172014,,,357400,16961,A370,3
1,South West,E06000022,165443,9,Bath and North East Somerset,1,39,Bathwick St,PU,2,8,5/14/2008,7,375640,219,7,0,E,Warminster Rd,16,161,375948,2008,0,165350,165429,,,375783,28320,A36,0
0,South West,E06000022,165443,6,Bath and North East Somerset,1,20,Bathwick St,PU,2,1,5/14/2008,5,375640,123,7,0,W,Warminster Rd,14,94,375948,2008,0,165350,165429,,,375783,28320,A36,0
0,South West,E06000024,171190,1,North Somerset,0,23,,BR,0,1,5/14/2008,1,,198,7,0,N,,3,173,,2008,0,,,Weston Road,"South of B3128 Clevedon Road, Failand",352050,940260,B3129,0
0,South West,E06000024,171190,1,North Somerset,0,6,,BR,0,0,5/14/2008,1,,40,7,0,S,,1,33,,2008,0,,,Weston Road,"South of B3128 Clevedon Road, Failand",352050,940260,B3129,0
0,South West,E06000023,176698,0,"Bristol, City of",0,2,,UU,1,0,5/14/2008,0,,58,7,0,E,,2,55,,2008,0,,,HENLEAZE PARK DRIVE,West of Oakwood Road,357853,946816,U,0
0,South West,E06000023,176698,0,"Bristol, City of",0,2,,UU,0,0,5/14/2008,0,,11,7,0,W,,1,9,,2008,0,,,HENLEAZE PARK DRIVE,West of Oakwood Road,357853,946816,U,0
0,South West,E06000025,180024,0,South Gloucestershire,0,4,,CU,0,0,5/14/2008,0,,8,7,0,N,,0,4,,2008,0,,,FISHPOOL HILL,"north of Charlton Lane, Brentry",358118,947510,C,0
1,South West,E06000025,180024,2,South Gloucestershire,0,0,,CU,0,0,5/14/2008,1,,8,7,0,S,,0,6,,2008,0,,,FISHPOOL HILL,"north of Charlton Lane, Brentry",358118,947510,C,0
