HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,A-Junction,RCat,BUS,2WMV,dCount,HGVR2,A Ref E,AMV,Hour,HGVR3,iDir,B-Junction,PC,CAR,B Ref E,Year,HGVA5,A Ref N,B Ref N,Road Name,CP Location,S Ref E,CP,Road,HGVA3
2,South West,E06000023,172000,8,"Bristol, City of",1,54,A3029/B3120,PU,6,12,5/14/2008,5,357230,809,17,0,N,A38 roundabout,12,729,359017,2008,0,171890,172014,,,357400,16961,A370,0
1,South West,E06000023,172000,7,"Bristol, City of",0,44,A3029/B3120,PU,3,20,5/14/2008,4,357230,788,17,1,S,A38 roundabout,29,714,359017,2008,0,171890,172014,,,357400,16961,A370,1
0,South West,E06000022,165443,3,Bath and North East Somerset,0,13,Bathwick St,PU,3,5,5/14/2008,1,375640,305,17,0,E,Warminster Rd,38,281,375948,2008,2,165350,165429,,,375783,28320,A36,0
0,South West,E06000022,165443,2,Bath and North East Somerset,1,11,Bathwick St,PU,13,6,5/14/2008,0,375640,187,17,0,W,Warminster Rd,17,155,375948,2008,1,165350,165429,,,375783,28320,A36,0
0,South West,E06000024,171190,0,North Somerset,0,2,,BR,0,1,5/14/2008,0,,117,17,0,N,,3,114,,2008,0,,,Weston Road,"South of B3128 Clevedon Road, Failand",352050,940260,B3129,0
0,South West,E06000024,171190,1,North Somerset,0,17,,BR,0,2,5/14/2008,1,,184,17,0,S,,12,164,,2008,0,,,Weston Road,"South of B3128 Clevedon Road, Failand",352050,940260,B3129,0
0,South West,E06000023,176698,0,"Bristol, City of",0,4,,UU,0,0,5/14/2008,0,,47,17,0,E,,1,43,,2008,0,,,HENLEAZE PARK DRIVE,West of Oakwood Road,357853,946816,U,0
0,South West,E06000023,176698,0,"Bristol, City of",0,1,,UU,0,0,5/14/2008,0,,40,17,0,W,,4,39,,2008,0,,,HENLEAZE PARK DRIVE,West of Oakwood Road,357853,946816,U,0
0,South West,E06000025,180024,2,South Gloucestershire,0,0,,CU,0,0,5/14/2008,2,,8,17,0,N,,0,6,,2008,0,,,FISHPOOL HILL,"north of Charlton Lane, Brentry",358118,947510,C,0
0,South West,E06000025,180024,1,South Gloucestershire,0,4,,CU,0,0,5/14/2008,0,,8,17,0,S,,0,3,,2008,0,,,FISHPOOL HILL,"north of Charlton Lane, Brentry",358118,947510,C,1
