HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,A-Junction,RCat,BUS,2WMV,dCount,HGVR2,A Ref E,AMV,Hour,HGVR3,iDir,B-Junction,PC,CAR,B Ref E,Year,HGVA5,A Ref N,B Ref N,Road Name,CP Location,S Ref E,CP,Road,HGVA3
0,South West,E06000022,160000,37,Bath and North East Somerset,8,70,A39,PR,2,2,10/20/2008,16,362935,369,13,0,N,A368,0,258,362468,2008,12,156853,161884,,,361900,16354,A37,1
6,South West,E06000022,160000,38,Bath and North East Somerset,6,68,A39,PR,2,0,10/20/2008,7,362935,328,13,10,S,A368,0,220,362468,2008,4,156853,161884,,,361900,16354,A37,5
8,South West,E06000025,177600,67,South Gloucestershire,8,162,A432,PU,0,11,10/20/2008,31,366070,1171,13,6,N,Emersons Way roundabout,2,931,367460,2008,11,178610,177080,,,367000,99051,A4174,3
8,South West,E06000025,177600,109,South Gloucestershire,28,181,A432,PU,8,10,10/20/2008,42,366070,1399,13,5,S,Emersons Way roundabout,1,1091,367460,2008,23,178610,177080,,,367000,99051,A4174,3
0,South West,E06000023,172738,0,"Bristol, City of",0,2,,UU,0,0,10/20/2008,0,,6,13,0,E,,0,4,,2008,0,,,WINDSOR AVENUE,East of St Annes Road,363815,946808,U,0
0,South West,E06000023,172738,0,"Bristol, City of",0,0,,UU,0,0,10/20/2008,0,,0,13,0,W,,0,0,,2008,0,,,WINDSOR AVENUE,East of St Annes Road,363815,946808,U,0
0,South West,E06000023,173775,0,"Bristol, City of",0,9,,UU,0,0,10/20/2008,0,,47,13,0,N,,0,38,,2008,0,,,KING SQUARE,North of Jamaica Street,358914,946820,U,0
0,South West,E06000023,173775,0,"Bristol, City of",0,1,,UU,0,0,10/20/2008,0,,14,13,0,S,,0,13,,2008,0,,,KING SQUARE,North of Jamaica Street,358914,946820,U,0
0,South West,E06000024,162642,0,North Somerset,0,0,,UR,0,0,10/20/2008,0,,5,13,0,E,,0,5,,2008,0,,,ASH CLOSE,"South of Willow Close, St Georges",337706,947266,U,0
0,South West,E06000024,162642,0,North Somerset,0,0,,UR,0,0,10/20/2008,0,,9,13,0,W,,0,9,,2008,0,,,ASH CLOSE,"South of Willow Close, St Georges",337706,947266,U,0
