HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,RCat,BUS,2WMV,dCount,HGVR2,AMV,Hour,HGVR3,iDir,PC,CAR,Year,HGVA5,Road Name,CP Location,S Ref E,CP,Road,HGVA3
0,South West,E06000025,186410,0,South Gloucestershire,0,0,CR,0,0,5/9/2014,0,9,18,0,N,6,9,2014,0,GREENDITCH STREET,"north of Awkley Lane, Olveston",359152,947498,C,0
0,South West,E06000025,186410,0,South Gloucestershire,0,1,CR,0,0,5/9/2014,0,10,18,0,S,3,9,2014,0,GREENDITCH STREET,"north of Awkley Lane, Olveston",359152,947498,C,0
