HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,A-Junction,RCat,BUS,2WMV,dCount,HGVR2,A Ref E,AMV,Hour,HGVR3,iDir,B-Junction,PC,CAR,B Ref E,Year,HGVA5,A Ref N,B Ref N,Road Name,CP Location,S Ref E,CP,Road,HGVA3
0,South West,E06000023,173180,12,"Bristol, City of",2,83,A38,PU,39,11,6/16/2008,9,358510,791,15,1,E,A4176,34,646,357330,2008,0,172750,174840,,,358020,7617,A4018,0
0,South West,E06000023,173180,11,"Bristol, City of",0,103,A38,PU,41,23,6/16/2008,10,358510,1002,15,1,W,A4176,34,824,357330,2008,0,172750,174840,,,358020,7617,A4018,0
18,South West,E06000025,188200,364,South Gloucestershire,91,339,Junction 15/20 M5/M4),TM,16,12,6/16/2008,108,361812,2729,15,23,N,Junction 14 M5,0,1998,368807,2008,109,183775,193200,,,366000,26020,M5,15
15,South West,E06000025,188200,302,South Gloucestershire,85,293,Junction 15/20 M5/M4),TM,5,7,6/16/2008,95,361812,2226,15,8,S,Junction 14 M5,0,1619,368807,2008,84,183775,193200,,,366000,26020,M5,15
0,South West,E06000023,176002,0,"Bristol, City of",0,4,,UU,0,1,6/16/2008,0,,20,15,0,N,,0,15,,2008,0,,,BRANSCOMBE ROAD,North of Roman Way,355350,946774,U,0
0,South West,E06000023,176002,1,"Bristol, City of",0,3,,UU,0,0,6/16/2008,1,,37,15,0,S,,0,33,,2008,0,,,BRANSCOMBE ROAD,North of Roman Way,355350,946774,U,0
0,South West,E06000023,168185,0,"Bristol, City of",0,3,,UU,0,0,6/16/2008,0,,11,15,0,N,,0,8,,2008,0,,,MATERMAN ROAD,South of Holloway Road,362313,946796,U,0
0,South West,E06000023,168185,0,"Bristol, City of",0,0,,UU,0,0,6/16/2008,0,,17,15,0,S,,0,17,,2008,0,,,MATERMAN ROAD,South of Holloway Road,362313,946796,U,0
0,South West,E06000023,171123,0,"Bristol, City of",0,4,,UU,0,1,6/16/2008,0,,37,15,0,N,,1,32,,2008,0,,,British Road,South of South Road,358020,966007,U,0
0,South West,E06000023,171123,0,"Bristol, City of",0,2,,UU,0,0,6/16/2008,0,,19,15,0,S,,2,17,,2008,0,,,British Road,South of South Road,358020,966007,U,0
