HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,A-Junction,RCat,BUS,2WMV,dCount,HGVR2,A Ref E,AMV,Hour,HGVR3,iDir,B-Junction,PC,CAR,B Ref E,Year,HGVA5,A Ref N,B Ref N,S Ref E,CP,Road,HGVA3
19,South West,E06000025,188200,389,South Gloucestershire,162,323,Junction 15/20 M5/M4),TM,7,2,3/28/2007,131,361812,2606,14,16,N,Junction 14 M5,0,1885,368807,2007,49,183775,193200,366000,26020,M5,12
14,South West,E06000025,188200,331,South Gloucestershire,89,329,Junction 15/20 M5/M4),TM,7,6,3/28/2007,88,361812,2005,14,14,S,Junction 14 M5,0,1332,368807,2007,105,183775,193200,366000,26020,M5,21
1,South West,E06000024,157810,29,North Somerset,4,89,LA Boundary,PR,5,10,3/28/2007,19,334060,668,14,2,N,Bleadon Hill,9,535,332510,2007,3,156380,158160,332600,73836,A370,0
0,South West,E06000024,157810,21,North Somerset,3,78,LA Boundary,PR,5,6,3/28/2007,12,334060,630,14,2,S,Bleadon Hill,5,520,332510,2007,1,156380,158160,332600,73836,A370,3
