HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,A-Junction,RCat,BUS,2WMV,dCount,HGVR2,A Ref E,AMV,Hour,HGVR3,iDir,B-Junction,PC,CAR,B Ref E,Year,HGVA5,A Ref N,B Ref N,Road Name,CP Location,S Ref E,CP,Road,HGVA3
1,South West,E06000022,160000,44,Bath and North East Somerset,10,59,A39,PR,1,6,10/20/2008,21,362935,408,15,3,N,A368,0,298,362468,2008,7,156853,161884,,,361900,16354,A37,2
1,South West,E06000022,160000,35,Bath and North East Somerset,7,91,A39,PR,2,0,10/20/2008,16,362935,371,15,4,S,A368,0,243,362468,2008,5,156853,161884,,,361900,16354,A37,2
7,South West,E06000025,177600,69,South Gloucestershire,6,183,A432,PU,13,10,10/20/2008,38,366070,1194,15,3,N,Emersons Way roundabout,1,919,367460,2008,12,178610,177080,,,367000,99051,A4174,3
8,South West,E06000025,177600,104,South Gloucestershire,25,243,A432,PU,4,16,10/20/2008,40,366070,1726,15,12,S,Emersons Way roundabout,2,1359,367460,2008,16,178610,177080,,,367000,99051,A4174,3
0,South West,E06000023,172738,0,"Bristol, City of",0,0,,UU,0,0,10/20/2008,0,,6,15,0,E,,0,6,,2008,0,,,WINDSOR AVENUE,East of St Annes Road,363815,946808,U,0
0,South West,E06000023,172738,0,"Bristol, City of",0,0,,UU,0,0,10/20/2008,0,,1,15,0,W,,0,1,,2008,0,,,WINDSOR AVENUE,East of St Annes Road,363815,946808,U,0
0,South West,E06000023,173775,1,"Bristol, City of",0,4,,UU,0,0,10/20/2008,1,,40,15,0,N,,0,35,,2008,0,,,KING SQUARE,North of Jamaica Street,358914,946820,U,0
0,South West,E06000023,173775,1,"Bristol, City of",0,2,,UU,0,0,10/20/2008,1,,26,15,0,S,,0,23,,2008,0,,,KING SQUARE,North of Jamaica Street,358914,946820,U,0
0,South West,E06000024,162642,0,North Somerset,0,0,,UR,0,0,10/20/2008,0,,11,15,0,E,,0,11,,2008,0,,,ASH CLOSE,"South of Willow Close, St Georges",337706,947266,U,0
0,South West,E06000024,162642,0,North Somerset,0,0,,UR,0,0,10/20/2008,0,,14,15,0,W,,0,14,,2008,0,,,ASH CLOSE,"South of Willow Close, St Georges",337706,947266,U,0
