HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,A-Junction,RCat,BUS,2WMV,dCount,HGVR2,A Ref E,AMV,Hour,HGVR3,iDir,B-Junction,PC,CAR,B Ref E,Year,HGVA5,A Ref N,B Ref N,Road Name,CP Location,S Ref E,CP,Road,HGVA3
0,South West,E06000022,160000,21,Bath and North East Somerset,4,100,A39,PR,7,6,10/20/2008,7,362935,587,16,3,N,A368,1,453,362468,2008,6,156853,161884,,,361900,16354,A37,1
0,South West,E06000022,160000,34,Bath and North East Somerset,5,89,A39,PR,9,4,10/20/2008,15,362935,419,16,3,S,A368,0,283,362468,2008,10,156853,161884,,,361900,16354,A37,1
2,South West,E06000025,177600,41,South Gloucestershire,8,221,A432,PU,12,19,10/20/2008,13,366070,1233,16,5,N,Emersons Way roundabout,1,940,367460,2008,11,178610,177080,,,367000,99051,A4174,2
3,South West,E06000025,177600,66,South Gloucestershire,12,294,A432,PU,6,34,10/20/2008,27,366070,2046,16,5,S,Emersons Way roundabout,22,1646,367460,2008,15,178610,177080,,,367000,99051,A4174,4
0,South West,E06000023,172738,0,"Bristol, City of",0,5,,UU,0,0,10/20/2008,0,,12,16,0,E,,0,7,,2008,0,,,WINDSOR AVENUE,East of St Annes Road,363815,946808,U,0
0,South West,E06000023,172738,0,"Bristol, City of",0,0,,UU,0,0,10/20/2008,0,,1,16,0,W,,0,1,,2008,0,,,WINDSOR AVENUE,East of St Annes Road,363815,946808,U,0
0,South West,E06000023,173775,1,"Bristol, City of",0,4,,UU,0,0,10/20/2008,0,,41,16,0,N,,2,36,,2008,0,,,KING SQUARE,North of Jamaica Street,358914,946820,U,1
0,South West,E06000023,173775,0,"Bristol, City of",0,3,,UU,0,0,10/20/2008,0,,22,16,0,S,,1,19,,2008,0,,,KING SQUARE,North of Jamaica Street,358914,946820,U,0
0,South West,E06000024,162642,0,North Somerset,0,0,,UR,0,0,10/20/2008,0,,6,16,0,E,,0,6,,2008,0,,,ASH CLOSE,"South of Willow Close, St Georges",337706,947266,U,0
0,South West,E06000024,162642,0,North Somerset,0,2,,UR,0,0,10/20/2008,0,,15,16,0,W,,0,13,,2008,0,,,ASH CLOSE,"South of Willow Close, St Georges",337706,947266,U,0
