HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,RCat,BUS,2WMV,dCount,HGVR2,AMV,Hour,HGVR3,iDir,PC,CAR,Year,HGVA5,Road Name,CP Location,S Ref E,CP,Road,HGVA3
0,South West,E06000023,167016,0,"Bristol, City of",0,2,UU,4,0,10/17/2014,0,18,10,0,E,1,12,2014,0,LONGACRE ROAD,East of Kilbirnie Road,360307,946792,U,0
0,South West,E06000023,167016,0,"Bristol, City of",0,2,UU,4,1,10/17/2014,0,19,10,0,W,0,12,2014,0,LONGACRE ROAD,East of Kilbirnie Road,360307,946792,U,0
10,South West,E06000025,192648,33,South Gloucestershire,7,50,BR,2,2,10/17/2014,6,340,10,4,E,0,253,2014,3,B4059,layby north of B4058 Wotton Road,370402,947489,B4509,3
8,South West,E06000025,192648,31,South Gloucestershire,3,61,BR,1,3,10/17/2014,11,248,10,0,W,0,152,2014,6,B4059,layby north of B4058 Wotton Road,370402,947489,B4509,3
