HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,RCat,BUS,2WMV,dCount,HGVR2,AMV,Hour,HGVR3,iDir,PC,CAR,Year,HGVA5,Road Name,CP Location,S Ref E,CP,Road,HGVA3
0,South West,E06000024,162717,1,North Somerset,0,9,CU,0,2,9/11/2013,0,56,7,0,E,3,44,2013,0,SILVER STREET,"South of Lawrence Road, Wrington",347016,947258,C,1
0,South West,E06000024,162717,4,North Somerset,0,14,CU,1,0,9/11/2013,4,63,7,0,W,1,44,2013,0,SILVER STREET,"South of Lawrence Road, Wrington",347016,947258,C,0
