HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,A-Junction,RCat,BUS,2WMV,dCount,HGVR2,A Ref E,AMV,Hour,HGVR3,iDir,B-Junction,PC,CAR,B Ref E,Year,HGVA5,A Ref N,B Ref N,S Ref E,CP,Road,HGVA3
2,South West,E06000025,172380,38,South Gloucestershire,7,55,Bath Road,PR,4,2,6/28/2000,16,371023,263,13,3,E,A46(T),0,164,374452,2000,9,172645,172774,372000,57126,A420,1
0,South West,E06000025,172380,38,South Gloucestershire,4,42,Bath Road,PR,3,1,6/28/2000,16,371023,270,13,4,W,A46(T),2,186,374452,2000,11,172645,172774,372000,57126,A420,3
