HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,A-Junction,RCat,BUS,2WMV,dCount,HGVR2,A Ref E,AMV,Hour,HGVR3,iDir,B-Junction,PC,CAR,B Ref E,Year,HGVA5,A Ref N,B Ref N,Road Name,CP Location,S Ref E,CP,Road,HGVA3
0,South West,E06000025,179500,46,South Gloucestershire,7,74,A4174,PR,3,4,9/28/2005,25,366070,425,9,2,N,Station Rd,1,298,367200,2005,8,178610,180490,,,366340,78002,A432,4
2,South West,E06000025,179500,39,South Gloucestershire,7,82,A4174,PR,8,3,9/28/2005,22,366070,549,9,5,S,Station Rd,3,417,367200,2005,3,178610,180490,,,366340,78002,A432,0
2,South West,E06000023,172160,8,"Bristol, City of",0,69,,UU,5,10,9/28/2005,6,,544,9,0,E,,5,452,,2005,0,,,CUMBERLAND ROAD,East of Gas Ferry Road,357980,930427,U,0
3,South West,E06000023,172160,11,"Bristol, City of",0,80,,UU,2,5,9/28/2005,6,,376,9,2,W,,9,278,,2005,0,,,CUMBERLAND ROAD,East of Gas Ferry Road,357980,930427,U,0
