HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,A-Junction,RCat,BUS,2WMV,dCount,HGVR2,A Ref E,AMV,Hour,HGVR3,iDir,B-Junction,PC,CAR,B Ref E,Year,HGVA5,A Ref N,B Ref N,Road Name,CP Location,S Ref E,CP,Road,HGVA3
11,South West,E06000024,157500,313,North Somerset,48,346,LA Boundary,TM,33,12,6/27/2008,92,337520,3338,10,16,N,21,0,2634,337878,2008,125,155010,162596,,,338400,16021,M5,21
6,South West,E06000024,157500,243,North Somerset,72,309,LA Boundary,TM,15,12,6/27/2008,45,337520,3037,10,12,S,21,0,2458,337878,2008,90,155010,162596,,,338400,16021,M5,18
2,South West,E06000023,173458,36,"Bristol, City of",0,122,A38 St Johns Bridge,PU,85,7,6/27/2008,25,358730,825,10,3,N,A4440,5,575,359050,2008,1,173270,173550,,,358992,74772,A38,5
2,South West,E06000023,173458,20,"Bristol, City of",0,128,A38 St Johns Bridge,PU,101,3,6/27/2008,12,358730,1043,10,4,S,A4440,27,791,359050,2008,1,173270,173550,,,358992,74772,A38,1
3,South West,E06000023,178600,15,"Bristol, City of",0,76,,UU,6,11,6/27/2008,10,,561,10,2,N,,4,453,,2008,0,,,PEN PARK ROAD,North of Royston Walk,358860,930429,U,0
1,South West,E06000023,178600,13,"Bristol, City of",1,80,,UU,8,6,6/27/2008,10,,571,10,1,S,,1,464,,2008,0,,,PEN PARK ROAD,North of Royston Walk,358860,930429,U,0
0,South West,E06000023,173916,0,"Bristol, City of",0,3,,UU,0,0,6/27/2008,0,,8,10,0,E,,0,5,,2008,0,,,BOURNEVILLE ROAD,West of Poets Close,361522,946788,U,0
0,South West,E06000023,173916,0,"Bristol, City of",0,0,,UU,0,0,6/27/2008,0,,6,10,0,W,,2,6,,2008,0,,,BOURNEVILLE ROAD,West of Poets Close,361522,946788,U,0
0,South West,E06000024,169122,15,North Somerset,3,49,,BR,0,5,6/27/2008,10,,360,10,1,N,,1,291,,2008,1,,,KENN ROAD,"North of Kenn Street, Kenn",341386,947246,B3133,0
1,South West,E06000024,169122,19,North Somerset,3,42,,BR,1,5,6/27/2008,13,,312,10,0,S,,1,245,,2008,2,,,KENN ROAD,"North of Kenn Street, Kenn",341386,947246,B3133,0
