HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,A-Junction,RCat,BUS,2WMV,dCount,HGVR2,A Ref E,AMV,Hour,HGVR3,iDir,B-Junction,PC,CAR,B Ref E,Year,HGVA5,A Ref N,B Ref N,Road Name,CP Location,S Ref E,CP,Road,HGVA3
1,South West,E06000023,173180,21,"Bristol, City of",0,121,A38,PU,53,8,6/16/2008,18,358510,773,10,1,E,A4176,38,570,357330,2008,0,172750,174840,,,358020,7617,A4018,1
0,South West,E06000023,173180,29,"Bristol, City of",0,170,A38,PU,37,9,6/16/2008,23,358510,838,10,4,W,A4176,17,593,357330,2008,1,172750,174840,,,358020,7617,A4018,1
8,South West,E06000025,188200,353,South Gloucestershire,83,322,Junction 15/20 M5/M4),TM,16,5,6/16/2008,105,361812,2365,10,16,N,Junction 14 M5,0,1669,368807,2008,115,183775,193200,,,366000,26020,M5,26
15,South West,E06000025,188200,356,South Gloucestershire,125,291,Junction 15/20 M5/M4),TM,19,10,6/16/2008,107,361812,2567,10,25,S,Junction 14 M5,0,1891,368807,2008,71,183775,193200,,,366000,26020,M5,13
0,South West,E06000023,176002,0,"Bristol, City of",0,1,,UU,0,0,6/16/2008,0,,27,10,0,N,,0,26,,2008,0,,,BRANSCOMBE ROAD,North of Roman Way,355350,946774,U,0
0,South West,E06000023,176002,0,"Bristol, City of",0,4,,UU,0,0,6/16/2008,0,,38,10,0,S,,0,34,,2008,0,,,BRANSCOMBE ROAD,North of Roman Way,355350,946774,U,0
0,South West,E06000023,168185,0,"Bristol, City of",0,0,,UU,0,0,6/16/2008,0,,5,10,0,N,,0,5,,2008,0,,,MATERMAN ROAD,South of Holloway Road,362313,946796,U,0
0,South West,E06000023,168185,0,"Bristol, City of",0,1,,UU,0,0,6/16/2008,0,,9,10,0,S,,1,8,,2008,0,,,MATERMAN ROAD,South of Holloway Road,362313,946796,U,0
0,South West,E06000023,171123,0,"Bristol, City of",0,2,,UU,0,0,6/16/2008,0,,26,10,0,N,,1,24,,2008,0,,,British Road,South of South Road,358020,966007,U,0
0,South West,E06000023,171123,1,"Bristol, City of",0,4,,UU,0,0,6/16/2008,1,,24,10,0,S,,0,19,,2008,0,,,British Road,South of South Road,358020,966007,U,0
