HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,A-Junction,RCat,BUS,2WMV,dCount,HGVR2,A Ref E,AMV,Hour,HGVR3,iDir,B-Junction,PC,CAR,B Ref E,Year,HGVA5,A Ref N,B Ref N,S Ref E,CP,Road,HGVA3
0,South West,E06000023,173350,8,"Bristol, City of",0,113,Old Market St,PU,54,28,3/22/2010,6,359806,908,16,1,E,Stapleton Rd,39,705,360030,2010,0,173224,173510,359800,47164,A420,1
0,South West,E06000024,160000,17,North Somerset,1,81,A368,PR,3,2,3/22/2010,9,344800,452,16,1,N,B3130,1,349,353281,2010,2,159810,167124,345000,56409,A38,4
3,South West,E06000024,160000,22,North Somerset,4,87,A368,PR,2,6,3/22/2010,8,344800,646,16,2,S,B3130,1,529,353281,2010,1,159810,167124,345000,56409,A38,4
