HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,A-Junction,RCat,BUS,2WMV,dCount,HGVR2,A Ref E,AMV,Hour,HGVR3,iDir,B-Junction,PC,CAR,B Ref E,Year,HGVA5,A Ref N,B Ref N,Road Name,CP Location,S Ref E,CP,Road,HGVA3
29,South West,E06000023,178100,338,"Bristol, City of",91,237,Junction 18 M5,TM,10,9,5/16/2006,120,352952,1478,14,32,E,merge of feeder roads,0,884,352500,2006,45,178032,178100,,,352600,26021,M5,21
40,South West,E06000023,178100,394,"Bristol, City of",99,224,Junction 18 M5,TM,16,5,5/16/2006,147,352952,1407,14,25,W,merge of feeder roads,0,768,352500,2006,56,178032,178100,,,352600,26021,M5,27
17,South West,E06000023,176826,87,"Bristol, City of",11,84,A4162,PU,10,8,5/16/2006,38,352180,687,14,4,E,A403,8,498,354570,2006,10,177900,176620,,,354064,56122,A4,7
9,South West,E06000023,176826,106,"Bristol, City of",5,110,A4162,PU,10,2,5/16/2006,50,352180,652,14,17,W,A403,7,424,354570,2006,16,177900,176620,,,354064,56122,A4,9
36,South West,E06000023,178500,239,"Bristol, City of",39,173,A403,TU,1,13,5/16/2006,73,351640,826,14,15,E,M5,0,400,352060,2006,53,178510,178380,,,351770,70104,A4,23
39,South West,E06000023,178500,303,"Bristol, City of",39,181,A403,TU,2,5,5/16/2006,121,351640,778,14,27,W,M5,0,287,352060,2006,59,178510,178380,,,351770,70104,A4,18
17,South West,E06000023,178000,111,"Bristol, City of",3,105,M5,PU,0,4,5/16/2006,58,352060,425,14,9,N,M5,3,205,352180,2006,18,178380,177900,,,352140,70105,A4,6
9,South West,E06000023,178000,63,"Bristol, City of",4,86,M5,PU,1,11,5/16/2006,37,352060,442,14,3,S,M5,3,281,352180,2006,7,178380,177900,,,352140,70105,A4,3
0,South West,E06000022,164204,1,Bath and North East Somerset,0,17,,CU,11,1,5/16/2006,1,,192,14,0,E,,0,162,,2006,0,,,Cynthia Road,Positioned on Cynthia Road between Mayfield Road and Herbert Road,373491,966018,C,0
0,South West,E06000022,164204,7,Bath and North East Somerset,0,27,,CU,11,5,5/16/2006,7,,202,14,0,W,,0,152,,2006,0,,,Cynthia Road,Positioned on Cynthia Road between Mayfield Road and Herbert Road,373491,966018,C,0
