HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,A-Junction,RCat,BUS,2WMV,dCount,HGVR2,A Ref E,AMV,Hour,HGVR3,iDir,B-Junction,PC,CAR,B Ref E,Year,HGVA5,A Ref N,B Ref N,S Ref E,CP,Road,HGVA3
1,South West,E06000025,172380,25,South Gloucestershire,1,37,Bath Road,PR,6,0,6/28/2000,14,371023,301,7,4,E,A46(T),0,233,374452,2000,4,172645,172774,372000,57126,A420,1
3,South West,E06000025,172380,39,South Gloucestershire,2,121,Bath Road,PR,3,8,6/28/2000,24,371023,629,7,6,W,A46(T),0,458,374452,2000,3,172645,172774,372000,57126,A420,1
