HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,A-Junction,RCat,BUS,2WMV,dCount,HGVR2,A Ref E,AMV,Hour,HGVR3,iDir,B-Junction,PC,CAR,B Ref E,Year,HGVA5,A Ref N,B Ref N,Road Name,CP Location,S Ref E,CP,Road,HGVA3
30,South West,E06000023,178100,356,"Bristol, City of",121,247,Junction 18 M5,TM,7,7,5/16/2006,151,352952,1327,9,15,E,merge of feeder roads,0,710,352500,2006,32,178032,178100,,,352600,26021,M5,7
28,South West,E06000023,178100,326,"Bristol, City of",108,249,Junction 18 M5,TM,6,7,5/16/2006,139,352952,1661,9,22,W,merge of feeder roads,0,1073,352500,2006,23,178032,178100,,,352600,26021,M5,6
7,South West,E06000023,176826,75,"Bristol, City of",10,109,A4162,PU,11,5,5/16/2006,34,352180,758,9,8,E,A403,3,558,354570,2006,14,177900,176620,,,354064,56122,A4,2
9,South West,E06000023,176826,78,"Bristol, City of",6,99,A4162,PU,6,5,5/16/2006,34,352180,615,9,5,W,A403,3,427,354570,2006,18,177900,176620,,,354064,56122,A4,6
25,South West,E06000023,178500,207,"Bristol, City of",31,49,A403,TU,1,3,5/16/2006,85,351640,596,9,8,E,M5,0,336,352060,2006,45,178510,178380,,,351770,70104,A4,13
34,South West,E06000023,178500,212,"Bristol, City of",33,160,A403,TU,3,3,5/16/2006,77,351640,727,9,14,W,M5,0,349,352060,2006,42,178510,178380,,,351770,70104,A4,12
8,South West,E06000023,178000,51,"Bristol, City of",1,88,M5,PU,1,1,5/16/2006,30,352060,381,9,3,N,M5,3,240,352180,2006,5,178380,177900,,,352140,70105,A4,4
5,South West,E06000023,178000,55,"Bristol, City of",7,117,M5,PU,0,0,5/16/2006,34,352060,337,9,4,S,M5,0,165,352180,2006,4,178380,177900,,,352140,70105,A4,1
0,South West,E06000022,164204,10,Bath and North East Somerset,0,35,,CU,11,3,5/16/2006,10,,311,9,0,E,,4,252,,2006,0,,,Cynthia Road,Positioned on Cynthia Road between Mayfield Road and Herbert Road,373491,966018,C,0
0,South West,E06000022,164204,7,Bath and North East Somerset,0,19,,CU,7,2,5/16/2006,6,,142,9,0,W,,1,107,,2006,0,,,Cynthia Road,Positioned on Cynthia Road between Mayfield Road and Herbert Road,373491,966018,C,1
