HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,A-Junction,RCat,BUS,2WMV,dCount,HGVR2,A Ref E,AMV,Hour,HGVR3,iDir,B-Junction,PC,CAR,B Ref E,Year,HGVA5,A Ref N,B Ref N,Road Name,CP Location,S Ref E,CP,Road,HGVA3
5,South West,E06000023,172000,36,"Bristol, City of",4,92,A3029/B3120,PU,5,4,5/14/2008,17,357230,557,10,7,N,A38 roundabout,4,420,359017,2008,3,171890,172014,,,357400,16961,A370,0
6,South West,E06000023,172000,49,"Bristol, City of",2,85,A3029/B3120,PU,1,4,5/14/2008,30,357230,478,10,4,S,A38 roundabout,4,339,359017,2008,6,171890,172014,,,357400,16961,A370,1
0,South West,E06000022,165443,13,Bath and North East Somerset,1,37,Bathwick St,PU,6,3,5/14/2008,9,375640,283,10,3,E,Warminster Rd,6,224,375948,2008,0,165350,165429,,,375783,28320,A36,0
1,South West,E06000022,165443,12,Bath and North East Somerset,1,27,Bathwick St,PU,4,1,5/14/2008,8,375640,167,10,1,W,Warminster Rd,5,123,375948,2008,0,165350,165429,,,375783,28320,A36,1
0,South West,E06000024,171190,1,North Somerset,0,10,,BR,0,0,5/14/2008,0,,76,10,1,N,,0,65,,2008,0,,,Weston Road,"South of B3128 Clevedon Road, Failand",352050,940260,B3129,0
0,South West,E06000024,171190,1,North Somerset,0,7,,BR,0,0,5/14/2008,1,,48,10,0,S,,5,40,,2008,0,,,Weston Road,"South of B3128 Clevedon Road, Failand",352050,940260,B3129,0
0,South West,E06000023,176698,0,"Bristol, City of",0,3,,UU,0,0,5/14/2008,0,,48,10,0,E,,0,45,,2008,0,,,HENLEAZE PARK DRIVE,West of Oakwood Road,357853,946816,U,0
0,South West,E06000023,176698,1,"Bristol, City of",0,5,,UU,0,0,5/14/2008,1,,36,10,0,W,,0,30,,2008,0,,,HENLEAZE PARK DRIVE,West of Oakwood Road,357853,946816,U,0
1,South West,E06000025,180024,1,South Gloucestershire,0,2,,CU,0,0,5/14/2008,0,,13,10,0,N,,0,10,,2008,0,,,FISHPOOL HILL,"north of Charlton Lane, Brentry",358118,947510,C,0
1,South West,E06000025,180024,1,South Gloucestershire,0,0,,CU,0,1,5/14/2008,0,,10,10,0,S,,0,8,,2008,0,,,FISHPOOL HILL,"north of Charlton Lane, Brentry",358118,947510,C,0
