HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,A-Junction,RCat,BUS,2WMV,dCount,HGVR2,A Ref E,AMV,Hour,HGVR3,iDir,B-Junction,PC,CAR,B Ref E,Year,HGVA5,A Ref N,B Ref N,Road Name,CP Location,S Ref E,CP,Road,HGVA3
1,South West,E06000022,160000,19,Bath and North East Somerset,4,72,A39,PR,5,17,10/20/2008,6,362935,616,17,0,N,A368,0,503,362468,2008,7,156853,161884,,,361900,16354,A37,1
1,South West,E06000022,160000,27,Bath and North East Somerset,3,84,A39,PR,3,6,10/20/2008,8,362935,445,17,1,S,A368,0,325,362468,2008,13,156853,161884,,,361900,16354,A37,1
0,South West,E06000025,177600,34,South Gloucestershire,5,165,A432,PU,6,17,10/20/2008,17,366070,1466,17,1,N,Emersons Way roundabout,7,1244,367460,2008,10,178610,177080,,,367000,99051,A4174,1
2,South West,E06000025,177600,48,South Gloucestershire,11,213,A432,PU,5,49,10/20/2008,20,366070,2100,17,1,S,Emersons Way roundabout,49,1785,367460,2008,12,178610,177080,,,367000,99051,A4174,2
0,South West,E06000023,172738,0,"Bristol, City of",0,0,,UU,0,0,10/20/2008,0,,1,17,0,E,,0,1,,2008,0,,,WINDSOR AVENUE,East of St Annes Road,363815,946808,U,0
0,South West,E06000023,172738,0,"Bristol, City of",0,0,,UU,0,0,10/20/2008,0,,1,17,0,W,,0,1,,2008,0,,,WINDSOR AVENUE,East of St Annes Road,363815,946808,U,0
0,South West,E06000023,173775,0,"Bristol, City of",0,4,,UU,0,0,10/20/2008,0,,34,17,0,N,,3,30,,2008,0,,,KING SQUARE,North of Jamaica Street,358914,946820,U,0
0,South West,E06000023,173775,0,"Bristol, City of",0,0,,UU,0,0,10/20/2008,0,,28,17,0,S,,0,28,,2008,0,,,KING SQUARE,North of Jamaica Street,358914,946820,U,0
0,South West,E06000024,162642,0,North Somerset,0,0,,UR,0,0,10/20/2008,0,,15,17,0,E,,0,15,,2008,0,,,ASH CLOSE,"South of Willow Close, St Georges",337706,947266,U,0
0,South West,E06000024,162642,0,North Somerset,0,0,,UR,0,0,10/20/2008,0,,23,17,0,W,,0,23,,2008,0,,,ASH CLOSE,"South of Willow Close, St Georges",337706,947266,U,0
