HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,A-Junction,RCat,BUS,2WMV,dCount,HGVR2,A Ref E,AMV,Hour,HGVR3,iDir,B-Junction,PC,CAR,B Ref E,Year,HGVA5,A Ref N,B Ref N,S Ref E,CP,Road,HGVA3
2,South West,E06000024,164370,31,North Somerset,0,58,M5 j21,PR,8,6,10/1/2002,15,337878,505,13,1,E,B3133,1,402,343792,2002,8,162596,164091,340000,37054,A370,5
5,South West,E06000024,164370,44,North Somerset,4,48,M5 j21,PR,7,6,10/1/2002,28,337878,506,13,2,W,B3133,3,401,343792,2002,3,162596,164091,340000,37054,A370,2
