HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,A-Junction,RCat,BUS,2WMV,dCount,HGVR2,A Ref E,AMV,Hour,HGVR3,iDir,B-Junction,PC,CAR,B Ref E,Year,HGVA5,A Ref N,B Ref N,Road Name,CP Location,S Ref E,CP,Road,HGVA3
21,South West,E06000023,178100,335,"Bristol, City of",85,195,Junction 18 M5,TM,9,4,5/16/2006,129,352952,1298,12,26,E,merge of feeder roads,0,755,352500,2006,69,178032,178100,,,352600,26021,M5,5
22,South West,E06000023,178100,366,"Bristol, City of",107,220,Junction 18 M5,TM,9,7,5/16/2006,151,352952,1257,12,36,W,merge of feeder roads,0,655,352500,2006,29,178032,178100,,,352600,26021,M5,21
6,South West,E06000023,176826,62,"Bristol, City of",9,125,A4162,PU,9,3,5/16/2006,21,352180,579,12,8,E,A403,3,380,354570,2006,15,177900,176620,,,354064,56122,A4,3
10,South West,E06000023,176826,81,"Bristol, City of",6,89,A4162,PU,7,3,5/16/2006,40,352180,544,12,8,W,A403,1,364,354570,2006,15,177900,176620,,,354064,56122,A4,2
24,South West,E06000023,178500,227,"Bristol, City of",59,141,A403,TU,1,1,5/16/2006,70,351640,712,12,16,E,M5,0,342,352060,2006,42,178510,178380,,,351770,70104,A4,16
25,South West,E06000023,178500,262,"Bristol, City of",36,135,A403,TU,1,1,5/16/2006,93,351640,740,12,31,W,M5,2,341,352060,2006,62,178510,178380,,,351770,70104,A4,15
6,South West,E06000023,178000,66,"Bristol, City of",18,107,M5,PU,0,4,5/16/2006,32,352060,474,12,8,N,M5,6,297,352180,2006,1,178380,177900,,,352140,70105,A4,1
4,South West,E06000023,178000,52,"Bristol, City of",5,93,M5,PU,0,3,5/16/2006,21,352060,449,12,8,S,M5,3,301,352180,2006,13,178380,177900,,,352140,70105,A4,1
0,South West,E06000022,164204,1,Bath and North East Somerset,0,27,,CU,10,2,5/16/2006,1,,184,12,0,E,,1,144,,2006,0,,,Cynthia Road,Positioned on Cynthia Road between Mayfield Road and Herbert Road,373491,966018,C,0
0,South West,E06000022,164204,6,Bath and North East Somerset,0,23,,CU,10,5,5/16/2006,6,,213,12,0,W,,2,169,,2006,0,,,Cynthia Road,Positioned on Cynthia Road between Mayfield Road and Herbert Road,373491,966018,C,0
