HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,A-Junction,RCat,BUS,2WMV,dCount,HGVR2,A Ref E,AMV,Hour,HGVR3,iDir,B-Junction,PC,CAR,B Ref E,Year,HGVA5,A Ref N,B Ref N,S Ref E,CP,Road,HGVA3
7,South West,E06000025,178700,45,South Gloucestershire,1,131,A38,PU,12,8,6/21/2000,33,360131,1397,15,1,E,M32,3,1201,363490,2000,2,178978,178640,363000,37768,A4174,1
0,South West,E06000025,178700,46,South Gloucestershire,1,121,A38,PU,13,13,6/21/2000,38,360131,903,15,2,W,M32,2,710,363490,2000,3,178978,178640,363000,37768,A4174,2
