HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,A-Junction,RCat,BUS,2WMV,dCount,HGVR2,A Ref E,AMV,Hour,HGVR3,iDir,B-Junction,PC,CAR,B Ref E,Year,HGVA5,A Ref N,B Ref N,Road Name,CP Location,S Ref E,CP,Road,HGVA3
42,South West,E06000023,178100,279,"Bristol, City of",94,302,Junction 18 M5,TM,18,11,5/16/2006,106,352952,1753,15,13,E,merge of feeder roads,0,1143,352500,2006,19,178032,178100,,,352600,26021,M5,5
34,South West,E06000023,178100,435,"Bristol, City of",120,227,Junction 18 M5,TM,13,4,5/16/2006,188,352952,1386,15,39,W,merge of feeder roads,0,707,352500,2006,34,178032,178100,,,352600,26021,M5,20
10,South West,E06000023,176826,70,"Bristol, City of",10,78,A4162,PU,11,6,5/16/2006,28,352180,637,15,17,E,A403,2,472,354570,2006,5,177900,176620,,,354064,56122,A4,0
19,South West,E06000023,176826,94,"Bristol, City of",10,130,A4162,PU,11,9,5/16/2006,42,352180,726,15,8,W,A403,1,482,354570,2006,11,177900,176620,,,354064,56122,A4,4
44,South West,E06000023,178500,210,"Bristol, City of",34,100,A403,TU,1,12,5/16/2006,70,351640,870,15,19,E,M5,0,547,352060,2006,35,178510,178380,,,351770,70104,A4,8
39,South West,E06000023,178500,297,"Bristol, City of",37,151,A403,TU,0,7,5/16/2006,123,351640,686,15,26,W,M5,2,231,352060,2006,50,178510,178380,,,351770,70104,A4,22
7,South West,E06000023,178000,80,"Bristol, City of",2,93,M5,PU,0,2,5/16/2006,48,352060,361,15,12,N,M5,1,186,352180,2006,7,178380,177900,,,352140,70105,A4,4
6,South West,E06000023,178000,55,"Bristol, City of",9,100,M5,PU,1,8,5/16/2006,28,352060,453,15,11,S,M5,7,289,352180,2006,0,178380,177900,,,352140,70105,A4,1
0,South West,E06000022,164204,1,Bath and North East Somerset,0,22,,CU,9,1,5/16/2006,1,,189,15,0,E,,1,156,,2006,0,,,Cynthia Road,Positioned on Cynthia Road between Mayfield Road and Herbert Road,373491,966018,C,0
0,South West,E06000022,164204,2,Bath and North East Somerset,0,32,,CU,10,4,5/16/2006,2,,265,15,0,W,,5,217,,2006,0,,,Cynthia Road,Positioned on Cynthia Road between Mayfield Road and Herbert Road,373491,966018,C,0
