HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,A-Junction,RCat,BUS,2WMV,dCount,HGVR2,A Ref E,AMV,Hour,HGVR3,iDir,B-Junction,PC,CAR,B Ref E,Year,HGVA5,A Ref N,B Ref N,Road Name,CP Location,S Ref E,CP,Road,HGVA3
0,South West,E06000024,157500,129,North Somerset,24,220,LA Boundary,TM,16,12,6/27/2008,34,337520,2533,17,2,N,21,0,2156,337878,2008,61,155010,162596,,,338400,16021,M5,8
2,South West,E06000024,157500,120,North Somerset,30,297,LA Boundary,TM,8,29,6/27/2008,13,337520,3392,17,6,S,21,0,2938,337878,2008,62,155010,162596,,,338400,16021,M5,7
1,South West,E06000023,173458,2,"Bristol, City of",0,52,A38 St Johns Bridge,PU,94,39,6/27/2008,1,358730,1268,17,0,N,A4440,87,1081,359050,2008,0,173270,173550,,,358992,74772,A38,0
2,South West,E06000023,173458,10,"Bristol, City of",0,66,A38 St Johns Bridge,PU,120,17,6/27/2008,4,358730,990,17,1,S,A4440,46,777,359050,2008,2,173270,173550,,,358992,74772,A38,1
0,South West,E06000023,178600,6,"Bristol, City of",0,49,,UU,7,17,6/27/2008,4,,795,17,2,N,,12,716,,2008,0,,,PEN PARK ROAD,North of Royston Walk,358860,930429,U,0
1,South West,E06000023,178600,3,"Bristol, City of",0,62,,UU,10,9,6/27/2008,1,,640,17,0,S,,12,556,,2008,1,,,PEN PARK ROAD,North of Royston Walk,358860,930429,U,0
0,South West,E06000023,173916,0,"Bristol, City of",0,2,,UU,0,0,6/27/2008,0,,9,17,0,E,,2,7,,2008,0,,,BOURNEVILLE ROAD,West of Poets Close,361522,946788,U,0
0,South West,E06000023,173916,0,"Bristol, City of",0,1,,UU,0,0,6/27/2008,0,,8,17,0,W,,4,7,,2008,0,,,BOURNEVILLE ROAD,West of Poets Close,361522,946788,U,0
0,South West,E06000024,169122,6,North Somerset,1,29,,BR,1,4,6/27/2008,5,,381,17,0,N,,5,341,,2008,0,,,KENN ROAD,"North of Kenn Street, Kenn",341386,947246,B3133,0
0,South West,E06000024,169122,2,North Somerset,1,30,,BR,0,5,6/27/2008,1,,292,17,0,S,,4,255,,2008,0,,,KENN ROAD,"North of Kenn Street, Kenn",341386,947246,B3133,0
