HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,A-Junction,RCat,BUS,2WMV,dCount,HGVR2,A Ref E,AMV,Hour,HGVR3,iDir,B-Junction,PC,CAR,B Ref E,Year,HGVA5,A Ref N,B Ref N,Road Name,CP Location,S Ref E,CP,Road,HGVA3
40,South West,E06000023,178100,353,"Bristol, City of",118,205,Junction 18 M5,TM,4,2,5/16/2006,125,352952,1158,10,27,E,merge of feeder roads,0,594,352500,2006,31,178032,178100,,,352600,26021,M5,12
37,South West,E06000023,178100,366,"Bristol, City of",133,205,Junction 18 M5,TM,8,3,5/16/2006,123,352952,1307,10,30,W,merge of feeder roads,0,725,352500,2006,32,178032,178100,,,352600,26021,M5,11
8,South West,E06000023,176826,72,"Bristol, City of",11,78,A4162,PU,12,4,5/16/2006,30,352180,625,10,5,E,A403,1,459,354570,2006,15,177900,176620,,,354064,56122,A4,3
18,South West,E06000023,176826,117,"Bristol, City of",11,89,A4162,PU,7,1,5/16/2006,50,352180,610,10,9,W,A403,5,396,354570,2006,23,177900,176620,,,354064,56122,A4,6
35,South West,E06000023,178500,221,"Bristol, City of",38,72,A403,TU,1,3,5/16/2006,69,351640,604,10,14,E,M5,0,307,352060,2006,59,178510,178380,,,351770,70104,A4,6
33,South West,E06000023,178500,248,"Bristol, City of",40,183,A403,TU,1,2,5/16/2006,73,351640,686,10,16,W,M5,1,252,352060,2006,73,178510,178380,,,351770,70104,A4,13
9,South West,E06000023,178000,71,"Bristol, City of",12,107,M5,PU,1,1,5/16/2006,28,352060,404,10,4,N,M5,1,224,352180,2006,14,178380,177900,,,352140,70105,A4,4
11,South West,E06000023,178000,48,"Bristol, City of",11,104,M5,PU,0,3,5/16/2006,20,352060,358,10,5,S,M5,2,203,352180,2006,1,178380,177900,,,352140,70105,A4,0
0,South West,E06000022,164204,12,Bath and North East Somerset,2,17,,CU,12,2,5/16/2006,7,,205,10,0,E,,5,162,,2006,2,,,Cynthia Road,Positioned on Cynthia Road between Mayfield Road and Herbert Road,373491,966018,C,1
0,South West,E06000022,164204,5,Bath and North East Somerset,0,22,,CU,9,1,5/16/2006,5,,166,10,0,W,,0,129,,2006,0,,,Cynthia Road,Positioned on Cynthia Road between Mayfield Road and Herbert Road,373491,966018,C,0
