HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,A-Junction,RCat,BUS,2WMV,dCount,HGVR2,A Ref E,AMV,Hour,HGVR3,iDir,B-Junction,PC,CAR,B Ref E,Year,HGVA5,A Ref N,B Ref N,S Ref E,CP,Road,HGVA3
4,South West,E06000025,177750,349,South Gloucestershire,84,258,19,TM,13,16,10/7/2002,96,364185,2678,15,12,E,18,0,2042,375767,2002,124,179458,178163,370000,36016,M4,29
9,South West,E06000025,177750,404,South Gloucestershire,73,364,19,TM,29,9,10/7/2002,151,364185,2359,15,22,W,18,0,1553,375767,2002,121,179458,178163,370000,36016,M4,28
