HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,A-Junction,RCat,BUS,2WMV,dCount,HGVR2,A Ref E,AMV,Hour,HGVR3,iDir,B-Junction,PC,CAR,B Ref E,Year,HGVA5,A Ref N,B Ref N,Road Name,CP Location,S Ref E,CP,Road,HGVA3
10,South West,E06000024,157500,243,North Somerset,55,320,LA Boundary,TM,11,9,6/27/2008,66,337520,2369,8,15,N,21,0,1786,337878,2008,74,155010,162596,,,338400,16021,M5,23
5,South West,E06000024,157500,295,North Somerset,83,331,LA Boundary,TM,11,8,6/27/2008,87,337520,2530,8,20,S,21,0,1885,337878,2008,81,155010,162596,,,338400,16021,M5,19
5,South West,E06000023,173458,32,"Bristol, City of",1,133,A38 St Johns Bridge,PU,113,17,6/27/2008,22,358730,949,8,4,N,A4440,27,654,359050,2008,0,173270,173550,,,358992,74772,A38,0
1,South West,E06000023,173458,26,"Bristol, City of",1,140,A38 St Johns Bridge,PU,114,46,6/27/2008,20,358730,1158,8,2,S,A4440,153,832,359050,2008,2,173270,173550,,,358992,74772,A38,0
2,South West,E06000023,178600,15,"Bristol, City of",0,84,,UU,13,7,6/27/2008,10,,616,8,3,N,,12,497,,2008,0,,,PEN PARK ROAD,North of Royston Walk,358860,930429,U,0
1,South West,E06000023,178600,11,"Bristol, City of",0,47,,UU,11,13,6/27/2008,9,,601,8,1,S,,19,519,,2008,0,,,PEN PARK ROAD,North of Royston Walk,358860,930429,U,0
0,South West,E06000023,173916,1,"Bristol, City of",0,0,,UU,0,0,6/27/2008,1,,8,8,0,E,,2,7,,2008,0,,,BOURNEVILLE ROAD,West of Poets Close,361522,946788,U,0
0,South West,E06000023,173916,0,"Bristol, City of",0,5,,UU,0,0,6/27/2008,0,,12,8,0,W,,4,7,,2008,0,,,BOURNEVILLE ROAD,West of Poets Close,361522,946788,U,0
1,South West,E06000024,169122,12,North Somerset,2,60,,BR,3,5,6/27/2008,4,,475,8,1,N,,0,395,,2008,4,,,KENN ROAD,"North of Kenn Street, Kenn",341386,947246,B3133,0
0,South West,E06000024,169122,14,North Somerset,1,56,,BR,2,2,6/27/2008,8,,352,8,2,S,,1,278,,2008,1,,,KENN ROAD,"North of Kenn Street, Kenn",341386,947246,B3133,2
