HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,A-Junction,RCat,BUS,2WMV,dCount,HGVR2,A Ref E,AMV,Hour,HGVR3,iDir,B-Junction,PC,CAR,B Ref E,Year,HGVA5,A Ref N,B Ref N,Road Name,CP Location,S Ref E,CP,Road,HGVA3
2,South West,E06000022,160000,50,Bath and North East Somerset,19,65,A39,PR,0,1,10/20/2008,20,362935,292,12,4,N,A368,0,176,362468,2008,5,156853,161884,,,361900,16354,A37,0
0,South West,E06000022,160000,50,Bath and North East Somerset,13,58,A39,PR,1,0,10/20/2008,25,362935,364,12,10,S,A368,0,255,362468,2008,0,156853,161884,,,361900,16354,A37,2
9,South West,E06000025,177600,76,South Gloucestershire,8,165,A432,PU,2,8,10/20/2008,33,366070,1074,12,11,N,Emersons Way roundabout,1,823,367460,2008,14,178610,177080,,,367000,99051,A4174,1
12,South West,E06000025,177600,102,South Gloucestershire,20,198,A432,PU,2,8,10/20/2008,38,366070,1288,12,14,S,Emersons Way roundabout,2,978,367460,2008,15,178610,177080,,,367000,99051,A4174,3
0,South West,E06000023,172738,0,"Bristol, City of",0,1,,UU,0,0,10/20/2008,0,,5,12,0,E,,1,4,,2008,0,,,WINDSOR AVENUE,East of St Annes Road,363815,946808,U,0
0,South West,E06000023,172738,0,"Bristol, City of",0,1,,UU,0,0,10/20/2008,0,,2,12,0,W,,0,1,,2008,0,,,WINDSOR AVENUE,East of St Annes Road,363815,946808,U,0
0,South West,E06000023,173775,0,"Bristol, City of",0,7,,UU,0,0,10/20/2008,0,,37,12,0,N,,0,30,,2008,0,,,KING SQUARE,North of Jamaica Street,358914,946820,U,0
0,South West,E06000023,173775,0,"Bristol, City of",0,6,,UU,0,0,10/20/2008,0,,25,12,0,S,,0,19,,2008,0,,,KING SQUARE,North of Jamaica Street,358914,946820,U,0
0,South West,E06000024,162642,0,North Somerset,0,1,,UR,0,0,10/20/2008,0,,2,12,0,E,,0,1,,2008,0,,,ASH CLOSE,"South of Willow Close, St Georges",337706,947266,U,0
0,South West,E06000024,162642,0,North Somerset,0,0,,UR,0,0,10/20/2008,0,,7,12,0,W,,0,7,,2008,0,,,ASH CLOSE,"South of Willow Close, St Georges",337706,947266,U,0
