HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,A-Junction,RCat,BUS,2WMV,dCount,HGVR2,A Ref E,AMV,Hour,HGVR3,iDir,B-Junction,PC,CAR,B Ref E,Year,HGVA5,A Ref N,B Ref N,Road Name,CP Location,S Ref E,CP,Road,HGVA3
17,South West,E06000023,180000,161,"Bristol, City of",26,101,Kings Road Avenue,PU,1,10,6/9/2008,85,351640,652,8,13,N,Unclassified Road,2,379,353500,2008,16,178510,182910,,,352000,7046,A403,4
15,South West,E06000023,180000,160,"Bristol, City of",28,113,Kings Road Avenue,PU,0,2,6/9/2008,70,351640,457,8,12,S,Unclassified Road,0,182,353500,2008,33,178510,182910,,,352000,7046,A403,2
17,South West,E06000024,174700,273,North Somerset,65,484,20,TM,8,36,6/9/2008,69,341771,4579,8,17,N,19,0,3778,350670,2008,82,170680,175620,,,348700,56021,M5,23
8,South West,E06000024,174700,401,North Somerset,112,493,20,TM,14,11,6/9/2008,129,341771,3094,8,26,S,19,0,2175,350670,2008,98,170680,175620,,,348700,56021,M5,28
0,South West,E06000022,158350,1,Bath and North East Somerset,0,15,,UR,0,0,6/9/2008,1,,35,8,0,E,,0,19,,2008,0,,,High Street,Wellow,374300,952475,U,0
0,South West,E06000022,158350,0,Bath and North East Somerset,0,15,,UR,0,0,6/9/2008,0,,84,8,0,W,,1,69,,2008,0,,,High Street,Wellow,374300,952475,U,0
