HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,A-Junction,RCat,BUS,2WMV,dCount,HGVR2,A Ref E,AMV,Hour,HGVR3,iDir,B-Junction,PC,CAR,B Ref E,Year,HGVA5,A Ref N,B Ref N,Road Name,CP Location,S Ref E,CP,Road,HGVA3
0,South West,E06000022,160000,36,Bath and North East Somerset,2,74,A39,PR,4,2,10/20/2008,19,362935,413,8,2,N,A368,0,297,362468,2008,12,156853,161884,,,361900,16354,A37,1
2,South West,E06000022,160000,45,Bath and North East Somerset,0,60,A39,PR,0,7,10/20/2008,23,362935,638,8,4,S,A368,0,526,362468,2008,2,156853,161884,,,361900,16354,A37,14
6,South West,E06000025,177600,59,South Gloucestershire,5,229,A432,PU,11,50,10/20/2008,27,366070,1945,8,9,N,Emersons Way roundabout,28,1596,367460,2008,8,178610,177080,,,367000,99051,A4174,4
13,South West,E06000025,177600,92,South Gloucestershire,11,244,A432,PU,15,12,10/20/2008,42,366070,1520,8,9,S,Emersons Way roundabout,8,1157,367460,2008,11,178610,177080,,,367000,99051,A4174,6
0,South West,E06000023,172738,0,"Bristol, City of",0,0,,UU,0,0,10/20/2008,0,,5,8,0,E,,0,5,,2008,0,,,WINDSOR AVENUE,East of St Annes Road,363815,946808,U,0
0,South West,E06000023,172738,0,"Bristol, City of",0,0,,UU,0,0,10/20/2008,0,,1,8,0,W,,0,1,,2008,0,,,WINDSOR AVENUE,East of St Annes Road,363815,946808,U,0
0,South West,E06000023,173775,0,"Bristol, City of",0,8,,UU,0,0,10/20/2008,0,,37,8,0,N,,1,29,,2008,0,,,KING SQUARE,North of Jamaica Street,358914,946820,U,0
0,South West,E06000023,173775,0,"Bristol, City of",0,4,,UU,0,0,10/20/2008,0,,17,8,0,S,,1,13,,2008,0,,,KING SQUARE,North of Jamaica Street,358914,946820,U,0
0,South West,E06000024,162642,0,North Somerset,0,1,,UR,0,0,10/20/2008,0,,12,8,0,E,,0,11,,2008,0,,,ASH CLOSE,"South of Willow Close, St Georges",337706,947266,U,0
0,South West,E06000024,162642,0,North Somerset,0,0,,UR,0,0,10/20/2008,0,,6,8,0,W,,0,6,,2008,0,,,ASH CLOSE,"South of Willow Close, St Georges",337706,947266,U,0
