HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,A-Junction,RCat,BUS,2WMV,dCount,HGVR2,A Ref E,AMV,Hour,HGVR3,iDir,B-Junction,PC,CAR,B Ref E,Year,HGVA5,A Ref N,B Ref N,Road Name,CP Location,S Ref E,CP,Road,HGVA3
1,South West,E06000023,173180,1,"Bristol, City of",0,60,A38,PU,34,18,6/16/2008,0,358510,834,17,0,E,A4176,97,721,357330,2008,0,172750,174840,,,358020,7617,A4018,0
1,South West,E06000023,173180,3,"Bristol, City of",0,71,A38,PU,35,34,6/16/2008,1,358510,1223,17,0,W,A4176,170,1080,357330,2008,0,172750,174840,,,358020,7617,A4018,1
3,South West,E06000025,188200,288,South Gloucestershire,81,276,Junction 15/20 M5/M4),TM,24,28,6/16/2008,56,361812,3274,17,11,N,Junction 14 M5,0,2658,368807,2008,111,183775,193200,,,366000,26020,M5,26
5,South West,E06000025,188200,197,South Gloucestershire,73,326,Junction 15/20 M5/M4),TM,3,11,6/16/2008,39,361812,2373,17,7,S,Junction 14 M5,0,1836,368807,2008,62,183775,193200,,,366000,26020,M5,11
0,South West,E06000023,176002,0,"Bristol, City of",0,0,,UU,0,1,6/16/2008,0,,39,17,0,N,,3,38,,2008,0,,,BRANSCOMBE ROAD,North of Roman Way,355350,946774,U,0
0,South West,E06000023,176002,0,"Bristol, City of",0,2,,UU,0,0,6/16/2008,0,,42,17,0,S,,3,40,,2008,0,,,BRANSCOMBE ROAD,North of Roman Way,355350,946774,U,0
0,South West,E06000023,168185,0,"Bristol, City of",0,0,,UU,0,0,6/16/2008,0,,11,17,0,N,,1,11,,2008,0,,,MATERMAN ROAD,South of Holloway Road,362313,946796,U,0
0,South West,E06000023,168185,0,"Bristol, City of",0,1,,UU,0,1,6/16/2008,0,,19,17,0,S,,1,17,,2008,0,,,MATERMAN ROAD,South of Holloway Road,362313,946796,U,0
0,South West,E06000023,171123,0,"Bristol, City of",0,0,,UU,0,1,6/16/2008,0,,28,17,0,N,,2,27,,2008,0,,,British Road,South of South Road,358020,966007,U,0
0,South West,E06000023,171123,0,"Bristol, City of",0,4,,UU,0,0,6/16/2008,0,,32,17,0,S,,11,28,,2008,0,,,British Road,South of South Road,358020,966007,U,0
