HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,A-Junction,RCat,BUS,2WMV,dCount,HGVR2,A Ref E,AMV,Hour,HGVR3,iDir,B-Junction,PC,CAR,B Ref E,Year,HGVA5,A Ref N,B Ref N,Road Name,CP Location,S Ref E,CP,Road,HGVA3
1,South West,E06000023,173180,22,"Bristol, City of",0,108,A38,PU,36,9,6/16/2008,18,358510,868,14,3,E,A4176,34,693,357330,2008,0,172750,174840,,,358020,7617,A4018,0
0,South West,E06000023,173180,18,"Bristol, City of",0,128,A38,PU,40,12,6/16/2008,16,358510,967,14,1,W,A4176,24,769,357330,2008,0,172750,174840,,,358020,7617,A4018,1
10,South West,E06000025,188200,365,South Gloucestershire,97,338,Junction 15/20 M5/M4),TM,9,11,6/16/2008,93,361812,2534,14,18,N,Junction 14 M5,0,1811,368807,2008,123,183775,193200,,,366000,26020,M5,24
7,South West,E06000025,188200,282,South Gloucestershire,62,293,Junction 15/20 M5/M4),TM,28,8,6/16/2008,83,361812,1927,14,14,S,Junction 14 M5,0,1316,368807,2008,100,183775,193200,,,366000,26020,M5,16
0,South West,E06000023,176002,0,"Bristol, City of",0,2,,UU,0,0,6/16/2008,0,,13,14,0,N,,0,11,,2008,0,,,BRANSCOMBE ROAD,North of Roman Way,355350,946774,U,0
0,South West,E06000023,176002,0,"Bristol, City of",0,3,,UU,0,2,6/16/2008,0,,26,14,0,S,,0,21,,2008,0,,,BRANSCOMBE ROAD,North of Roman Way,355350,946774,U,0
0,South West,E06000023,168185,0,"Bristol, City of",0,0,,UU,0,0,6/16/2008,0,,3,14,0,N,,0,3,,2008,0,,,MATERMAN ROAD,South of Holloway Road,362313,946796,U,0
0,South West,E06000023,168185,0,"Bristol, City of",0,0,,UU,0,1,6/16/2008,0,,6,14,0,S,,0,5,,2008,0,,,MATERMAN ROAD,South of Holloway Road,362313,946796,U,0
0,South West,E06000023,171123,0,"Bristol, City of",0,6,,UU,0,0,6/16/2008,0,,25,14,0,N,,1,19,,2008,0,,,British Road,South of South Road,358020,966007,U,0
0,South West,E06000023,171123,0,"Bristol, City of",0,3,,UU,0,0,6/16/2008,0,,20,14,0,S,,0,17,,2008,0,,,British Road,South of South Road,358020,966007,U,0
