HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,A-Junction,RCat,BUS,2WMV,dCount,HGVR2,A Ref E,AMV,Hour,HGVR3,iDir,B-Junction,PC,CAR,B Ref E,Year,HGVA5,A Ref N,B Ref N,Road Name,CP Location,S Ref E,CP,Road,HGVA3
4,South West,E06000023,172839,59,"Bristol, City of",8,201,A4/B4053 roundabout,PU,45,20,5/9/2001,30,359440,1416,15,2,N,A420,1,1091,359557,2001,11,172480,173140,,,359505,56375,A4044,4
11,South West,E06000023,172839,91,"Bristol, City of",10,269,A4/B4053 roundabout,PU,32,21,5/9/2001,44,359440,1584,15,11,S,A420,13,1171,359557,2001,9,172480,173140,,,359505,56375,A4044,6
0,South West,E06000024,163780,3,North Somerset,0,3,,UR,1,1,5/9/2001,3,,79,15,0,E,,0,71,,2001,0,,,Lower Norton Lane,"North of Kewside, Kewstoke",333810,952398,U,0
0,South West,E06000024,163780,1,North Somerset,0,7,,UR,0,0,5/9/2001,1,,63,15,0,W,,1,55,,2001,0,,,Lower Norton Lane,"North of Kewside, Kewstoke",333810,952398,U,0
