HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,A-Junction,RCat,BUS,2WMV,dCount,HGVR2,A Ref E,AMV,Hour,HGVR3,iDir,B-Junction,PC,CAR,B Ref E,Year,HGVA5,A Ref N,B Ref N,S Ref E,CP,Road,HGVA3
4,South West,E06000025,175000,84,South Gloucestershire,13,127,Sands Hill,TR,6,4,7/5/2011,40,374452,852,14,2,N,M4 J18,0,631,375767,2011,19,172774,178163,374760,46510,A46,6
4,South West,E06000025,175000,84,South Gloucestershire,9,105,Sands Hill,TR,4,4,7/5/2011,47,374452,856,14,3,S,M4 J18,0,659,375767,2011,11,172774,178163,374760,46510,A46,10
14,South West,E06000025,179000,199,South Gloucestershire,37,375,1,TM,19,10,7/5/2011,77,363490,2545,14,22,N,M4 (19),0,1942,364185,2011,40,178640,179458,363650,99606,M32,9
20,South West,E06000025,179000,200,South Gloucestershire,13,438,1,TM,15,10,7/5/2011,92,363490,2140,14,33,S,M4 (19),0,1477,364185,2011,33,178640,179458,363650,99606,M32,9
