HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,RCat,BUS,2WMV,dCount,HGVR2,AMV,Hour,HGVR3,iDir,PC,CAR,Year,HGVA5,Road Name,CP Location,S Ref E,CP,Road,HGVA3
0,South West,E06000025,182301,2,South Gloucestershire,0,41,UU,7,6,3/19/2004,1,484,15,1,N,3,428,2004,0,Brook Way,north of Cornfield Close,361306,952441,U,0
0,South West,E06000025,182301,4,South Gloucestershire,0,31,UU,5,6,3/19/2004,4,506,15,0,S,4,460,2004,0,Brook Way,north of Cornfield Close,361306,952441,U,0
