HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,A-Junction,RCat,BUS,2WMV,dCount,HGVR2,A Ref E,AMV,Hour,HGVR3,iDir,B-Junction,PC,CAR,B Ref E,Year,HGVA5,A Ref N,B Ref N,S Ref E,CP,Road,HGVA3
2,South West,E06000023,170500,39,"Bristol, City of",7,101,A4174,PU,10,35,9/6/2007,22,360895,778,8,4,N,B3122,20,593,360675,2007,2,169989,170822,360800,26384,A37,2
4,South West,E06000023,170500,47,"Bristol, City of",13,83,A4174,PU,13,5,9/6/2007,24,360895,646,8,2,S,B3122,10,498,360675,2007,4,169989,170822,360800,26384,A37,0
0,South West,E06000023,176170,9,"Bristol, City of",2,25,B4469,PU,3,10,9/6/2007,5,361783,359,8,2,E,A4174,9,312,364100,2007,0,175062,176230,364000,28420,A432,0
0,South West,E06000023,176170,10,"Bristol, City of",0,62,B4469,PU,7,15,9/6/2007,7,361783,637,8,2,W,A4174,34,543,364100,2007,1,175062,176230,364000,28420,A432,0
9,South West,E06000024,173270,27,North Somerset,3,117,M5 J 19,PR,6,16,9/6/2007,11,350670,880,8,2,E,B3129,2,714,355220,2007,2,175620,173120,355000,56993,A369,0
9,South West,E06000024,173270,29,North Somerset,0,92,M5 J 19,PR,5,12,9/6/2007,13,350670,943,8,6,W,B3129,4,805,355220,2007,1,175620,173120,355000,56993,A369,0
