HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,A-Junction,RCat,BUS,2WMV,dCount,HGVR2,A Ref E,AMV,Hour,HGVR3,iDir,B-Junction,PC,CAR,B Ref E,Year,HGVA5,A Ref N,B Ref N,S Ref E,CP,Road,HGVA3
0,South West,E06000022,165300,15,Bath and North East Somerset,1,59,A368,PR,2,4,9/1/2010,9,366380,348,11,2,E,A4,1,268,370150,2010,3,162120,165330,370000,36423,A39,0
1,South West,E06000022,165300,15,Bath and North East Somerset,2,51,A368,PR,2,3,9/1/2010,4,366380,274,11,8,W,A4,0,203,370150,2010,0,162120,165330,370000,36423,A39,0
9,South West,E06000025,174400,66,South Gloucestershire,4,163,Station Road Link,PR,2,7,9/1/2010,23,366580,1110,11,15,N,A420,2,872,366590,2010,13,174740,173540,366590,77051,A4174,2
11,South West,E06000025,174400,78,South Gloucestershire,6,155,Station Road Link,PR,6,15,9/1/2010,40,366580,1115,11,9,S,A420,0,861,366590,2010,12,174740,173540,366590,77051,A4174,0
