HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,A-Junction,RCat,BUS,2WMV,dCount,HGVR2,A Ref E,AMV,Hour,HGVR3,iDir,B-Junction,PC,CAR,B Ref E,Year,HGVA5,A Ref N,B Ref N,Road Name,CP Location,S Ref E,CP,Road,HGVA3
19,South West,E06000023,178100,231,"Bristol, City of",79,306,Junction 18 M5,TM,16,15,5/16/2006,97,352952,2363,16,13,E,merge of feeder roads,0,1795,352500,2006,15,178032,178100,,,352600,26021,M5,8
40,South West,E06000023,178100,365,"Bristol, City of",101,223,Junction 18 M5,TM,7,3,5/16/2006,141,352952,1469,16,22,W,merge of feeder roads,0,871,352500,2006,43,178032,178100,,,352600,26021,M5,18
2,South West,E06000023,176826,37,"Bristol, City of",5,85,A4162,PU,8,9,5/16/2006,17,352180,705,16,3,E,A403,13,566,354570,2006,8,177900,176620,,,354064,56122,A4,2
5,South West,E06000023,176826,56,"Bristol, City of",8,101,A4162,PU,18,14,5/16/2006,29,352180,1017,16,4,W,A403,7,828,354570,2006,7,177900,176620,,,354064,56122,A4,3
19,South West,E06000023,178500,139,"Bristol, City of",27,89,A403,TU,5,14,5/16/2006,47,351640,1063,16,4,E,M5,0,816,352060,2006,32,178510,178380,,,351770,70104,A4,10
37,South West,E06000023,178500,246,"Bristol, City of",41,137,A403,TU,0,5,5/16/2006,80,351640,645,16,17,W,M5,0,257,352060,2006,56,178510,178380,,,351770,70104,A4,15
6,South West,E06000023,178000,60,"Bristol, City of",7,78,M5,PU,0,4,5/16/2006,31,352060,367,16,5,N,M5,1,225,352180,2006,8,178380,177900,,,352140,70105,A4,3
2,South West,E06000023,178000,36,"Bristol, City of",9,92,M5,PU,2,17,5/16/2006,14,352060,552,16,6,S,M5,12,405,352180,2006,5,178380,177900,,,352140,70105,A4,0
0,South West,E06000022,164204,1,Bath and North East Somerset,0,28,,CU,10,1,5/16/2006,1,,215,16,0,E,,3,175,,2006,0,,,Cynthia Road,Positioned on Cynthia Road between Mayfield Road and Herbert Road,373491,966018,C,0
0,South West,E06000022,164204,3,Bath and North East Somerset,0,50,,CU,14,5,5/16/2006,3,,317,16,0,W,,6,245,,2006,0,,,Cynthia Road,Positioned on Cynthia Road between Mayfield Road and Herbert Road,373491,966018,C,0
