HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,A-Junction,RCat,BUS,2WMV,dCount,HGVR2,A Ref E,AMV,Hour,HGVR3,iDir,B-Junction,PC,CAR,B Ref E,Year,HGVA5,A Ref N,B Ref N,S Ref E,CP,Road,HGVA3
0,South West,E06000025,170000,15,South Gloucestershire,1,49,LA boundary,PR,4,1,10/10/2007,14,365830,396,11,0,E,A431,0,327,366624,2007,0,168960,170354,366500,57669,A4175,0
0,South West,E06000025,170000,20,South Gloucestershire,0,40,LA boundary,PR,4,1,10/10/2007,19,365830,496,11,0,W,A431,2,431,366624,2007,1,168960,170354,366500,57669,A4175,0
