HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,A-Junction,RCat,BUS,2WMV,dCount,HGVR2,A Ref E,AMV,Hour,HGVR3,iDir,B-Junction,PC,CAR,B Ref E,Year,HGVA5,A Ref N,B Ref N,Road Name,CP Location,S Ref E,CP,Road,HGVA3
0,South West,E06000023,173180,3,"Bristol, City of",0,30,A38,PU,30,17,6/16/2008,3,358510,800,18,0,E,A4176,75,720,357330,2008,0,172750,174840,,,358020,7617,A4018,0
0,South West,E06000023,173180,3,"Bristol, City of",0,44,A38,PU,25,21,6/16/2008,3,358510,1071,18,0,W,A4176,133,978,357330,2008,0,172750,174840,,,358020,7617,A4018,0
7,South West,E06000025,188200,247,South Gloucestershire,76,144,Junction 15/20 M5/M4),TM,6,20,6/16/2008,39,361812,2770,18,8,N,Junction 14 M5,0,2353,368807,2008,94,183775,193200,,,366000,26020,M5,23
2,South West,E06000025,188200,167,South Gloucestershire,59,153,Junction 15/20 M5/M4),TM,3,12,6/16/2008,36,361812,2106,18,7,S,Junction 14 M5,0,1771,368807,2008,51,183775,193200,,,366000,26020,M5,12
0,South West,E06000023,176002,0,"Bristol, City of",0,0,,UU,0,1,6/16/2008,0,,23,18,0,N,,1,22,,2008,0,,,BRANSCOMBE ROAD,North of Roman Way,355350,946774,U,0
0,South West,E06000023,176002,0,"Bristol, City of",0,3,,UU,0,1,6/16/2008,0,,34,18,0,S,,1,30,,2008,0,,,BRANSCOMBE ROAD,North of Roman Way,355350,946774,U,0
0,South West,E06000023,168185,0,"Bristol, City of",0,1,,UU,0,0,6/16/2008,0,,12,18,0,N,,2,11,,2008,0,,,MATERMAN ROAD,South of Holloway Road,362313,946796,U,0
0,South West,E06000023,168185,0,"Bristol, City of",0,0,,UU,0,1,6/16/2008,0,,12,18,0,S,,0,11,,2008,0,,,MATERMAN ROAD,South of Holloway Road,362313,946796,U,0
0,South West,E06000023,171123,0,"Bristol, City of",0,6,,UU,0,0,6/16/2008,0,,36,18,0,N,,3,30,,2008,0,,,British Road,South of South Road,358020,966007,U,0
0,South West,E06000023,171123,0,"Bristol, City of",0,2,,UU,0,0,6/16/2008,0,,20,18,0,S,,11,18,,2008,0,,,British Road,South of South Road,358020,966007,U,0
