HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,A-Junction,RCat,BUS,2WMV,dCount,HGVR2,A Ref E,AMV,Hour,HGVR3,iDir,B-Junction,PC,CAR,B Ref E,Year,HGVA5,A Ref N,B Ref N,Road Name,CP Location,S Ref E,CP,Road,HGVA3
5,South West,E06000022,164300,26,Bath and North East Somerset,2,61,A3062,PU,24,10,6/27/2007,11,373913,556,13,5,E,A36/A3064 roundabout,1,435,375000,2007,3,162211,164300,,,374800,37050,A367,0
2,South West,E06000022,164300,21,Bath and North East Somerset,2,72,A3062,PU,18,1,6/27/2007,14,373913,560,13,1,W,A36/A3064 roundabout,2,448,375000,2007,1,162211,164300,,,374800,37050,A367,1
2,South West,E06000025,180790,12,South Gloucestershire,0,59,,UU,2,9,6/27/2007,9,,1337,13,0,E,,1,1255,,2007,1,,,MERLIN ROAD,"east of Lysander Road, Cribbs Causeway",358330,930461,C,0
1,South West,E06000025,180790,48,South Gloucestershire,2,29,,UU,4,5,6/27/2007,40,,1151,13,1,W,,0,1065,,2007,4,,,MERLIN ROAD,"east of Lysander Road, Cribbs Causeway",358330,930461,C,0
