HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,A-Junction,RCat,BUS,2WMV,dCount,HGVR2,A Ref E,AMV,Hour,HGVR3,iDir,B-Junction,PC,CAR,B Ref E,Year,HGVA5,A Ref N,B Ref N,Road Name,CP Location,S Ref E,CP,Road,HGVA3
8,South West,E06000023,173930,66,"Bristol, City of",4,280,A4044,PU,15,14,9/10/2013,37,359530,1781,12,1,N,M32,0,1406,360000,2013,13,173566,174060,,,359900,57291,A4032,3
9,South West,E06000023,173930,72,"Bristol, City of",11,230,A4044,PU,15,16,9/10/2013,36,359530,1699,12,6,S,M32,1,1366,360000,2013,8,173566,174060,,,359900,57291,A4032,2
0,South West,E06000025,173516,0,South Gloucestershire,0,1,,UU,0,0,9/10/2013,0,,17,12,0,N,,0,16,,2013,0,,,WOODSTOCK ROAD,"south of Orchard Vale, Kingswood",365723,947542,U,0
0,South West,E06000025,173516,0,South Gloucestershire,0,4,,UU,0,1,9/10/2013,0,,19,12,0,S,,0,14,,2013,0,,,WOODSTOCK ROAD,"south of Orchard Vale, Kingswood",365723,947542,U,0
