HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,A-Junction,RCat,BUS,2WMV,dCount,HGVR2,A Ref E,AMV,Hour,HGVR3,iDir,B-Junction,PC,CAR,B Ref E,Year,HGVA5,A Ref N,B Ref N,S Ref E,CP,Road,HGVA3
0,South West,E06000025,179700,227,South Gloucestershire,81,189,LA Boundary,TM,0,10,6/1/2009,59,354850,2764,18,5,N,Junction 17 M5,0,2338,357747,2009,66,179550,181250,355000,16020,M5,16
3,South West,E06000025,179700,190,South Gloucestershire,59,199,LA Boundary,TM,5,37,6/1/2009,45,354850,3014,18,4,S,Junction 17 M5,0,2583,357747,2009,65,179550,181250,355000,16020,M5,14
